handle,sku,title,price,peso,vol,peso_dim,lam,perfil,tag
resideo-dpl3040a5003-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3040A5003/U,"Resideo DPL3040A5003/U Definite Purpose Contactor, A2L Compliant",65.70,0.9,,0.00,0.0137,General,free-ship-eligible
resideo-dpl3040b5002-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3040B5002/U,"Resideo DPL3040B5002/U Definite Purpose Contactor, A2L Compliant",66.96,1.0,,0.00,0.0149,General,free-ship-eligible
resideo-dpl3040c5001-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3040C5001/U,"Resideo DPL3040C5001/U Definite Purpose Contactor, A2L Compliant",66.96,0.9,,0.00,0.0134,General,free-ship-eligible
resideo-dpl3050a5002-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3050A5002/U,"Resideo DPL3050A5002/U Definite Purpose Contactor, A2L Compliant",186.06,1.5,,0.00,0.0081,General,free-ship-eligible
resideo-dpl3050b5001-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3050B5001/U,"Resideo DPL3050B5001/U Definite Purpose Contactor, A2L Compliant",188.01,1.4,,0.00,0.0074,General,free-ship-eligible
resideo-dpl3050c5010-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3050C5010/U,"Resideo DPL3050C5010/U Definite Purpose Contactor, A2L Compliant",188.01,1.4,,0.00,0.0074,General,free-ship-eligible
resideo-dpl3060a5001-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3060A5001/U,"Resideo DPL3060A5001/U Definite Purpose Contactor, A2L Compliant",225.49,1.5,,0.00,0.0067,General,free-ship-eligible
resideo-dpl3060b5010-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3060B5010/U,"Resideo DPL3060B5010/U Definite Purpose Contactor, A2L Compliant",225.24,1.4,,0.00,0.0062,General,free-ship-eligible
resideo-dpl3060c5009-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3060C5009/U,"Resideo DPL3060C5009/U Definite Purpose Contactor, A2L Compliant",225.49,1.4,,0.00,0.0062,General,free-ship-eligible
resideo-dpl3075b5016-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3075B5016/U,"Resideo DPL3075B5016/U Definite Purpose Contactor, A2L Compliant",341.39,3.6,,0.00,0.0105,General,free-ship-eligible
resideo-dpl4040a5002-u-definite-purpose-contactor-a2l-compliant,HONE-DPL4040A5002/U,"Resideo DPL4040A5002/U Definite Purpose Contactor, A2L Compliant",138.90,1.2,,0.00,0.0086,General,free-ship-eligible
resideo-dpl4040b5001-u-definite-purpose-contactor-a2l-compliant,HONE-DPL4040B5001/U,"Resideo DPL4040B5001/U Definite Purpose Contactor, A2L Compliant",130.96,1.2,,0.00,0.0092,General,free-ship-eligible
resideo-r8246a1038-u-electric-heat-contactor-dpst-24-vac-coil,HONE-R8246A1038/U,"Resideo R8246A1038/U Electric Heat Contactor, DPST, 24 VAC Coil",146.21,0.9,,0.00,0.0062,General,free-ship-eligible
resideo-at120a1004-u-transformer-120-208-240-v-universal-mounting,HONE-AT120A1004/U,"Resideo AT120A1004/U Transformer, 120/208/240 V, Universal Mounting",34.29,1.5,,0.00,0.0437,THS Standard - no free shipping,
resideo-at140a1000-u-transformer-120-v-universal-mounting,HONE-AT140A1000/U,"Resideo AT140A1000/U Transformer, 120 V, Universal Mounting",28.41,1.9,23.763586,0.17,0.0669,THS Standard - no free shipping,
resideo-at140a1018-u-transformer-120-208-240-v-universal-mounting,HONE-AT140A1018/U,"Resideo AT140A1018/U Transformer, 120/208/240 V, Universal Mounting",31.21,1.9,23.763586,0.17,0.0609,THS Standard - no free shipping,
resideo-at140a1042-u-transformer-120-240-v-screw-terminals-on-secondary,HONE-AT140A1042/U,"Resideo AT140A1042/U Transformer, 120/240 V, Screw Terminals on Secondary",49.61,1.9,,0.00,0.0383,THS Standard - no free shipping,
resideo-at150b1146-u-control-transformer-50-va-120-208-240-v-9-in-leadwires,HONE-AT150B1146/U,"Resideo AT150B1146/U Control Transformer, 50 VA, 120/208/240 V, 9 in Leadwires",37.34,1.8,,0.00,0.0482,THS Standard - no free shipping,
resideo-at150b1237-u-transformer-120-208-240-v-plastic-end-caps,HONE-AT150B1237/U,"Resideo AT150B1237/U Transformer, 120/208/240 V, Plastic End Caps",43.17,1.9,,0.00,0.0440,THS Standard - no free shipping,
resideo-at175b1055-u-control-transformer-75-va-120-v-foot-mount,HONE-AT175B1055/U,"Resideo AT175B1055/U Control Transformer, 75 VA, 120 V, Foot Mount",79.87,2.4,,0.00,0.0300,General,free-ship-eligible
resideo-at175f1031-u-transformer-with-circuit-breaker-208-277-480-v-conduit-and-foot-mount,HONE-AT175F1031/U,"Resideo AT175F1031/U Transformer with Circuit Breaker, 208/277/480 V, Conduit and Foot Mount",100.19,2.6,,0.00,0.0260,General,free-ship-eligible
resideo-at20b1056-u-transformer-20-va-120-24-v-class-2-energy-limiting,HONE-AT20B1056/U,"Resideo AT20B1056/U Transformer, 20 VA, 120/24 V, Class 2 Energy Limiting",39.96,1.0,,0.00,0.0250,General,free-ship-eligible
resideo-at40a1139-u-transformer-240-v-dual-foot-mount-for-vertical-or-horizontal-mounting,HONE-AT40A1139/U,"Resideo AT40A1139/U Transformer, 240 V, Dual Foot Mount for Vertical or Horizontal Mounting",59.44,1.8,12.1506,0.09,0.0303,General,free-ship-eligible
resideo-at40a1162-u-transformer-40-va-120-v-foot-mount,HONE-AT40A1162/U,"Resideo AT40A1162/U Transformer, 40 VA, 120 V, Foot Mount",74.36,1.8,12.1506,0.09,0.0242,General,free-ship-eligible
resideo-at41a1012-u-transformer-40-va-120-24-v-class-2-1-2-in-conduit-nipple-mount,HONE-AT41A1012/U,"Resideo AT41A1012/U Transformer, 40 VA, 120/24 V, Class 2, 1/2 in Conduit Nipple Mount",52.66,1.4,,0.00,0.0266,General,free-ship-eligible
resideo-at72d1089-u-transformer-120-v-1-2-in-male-conduit-spud-foot-mount,HONE-AT72D1089/U,"Resideo AT72D1089/U Transformer, 120 V, 1/2 in Male Conduit Spud, Foot Mount",57.10,1.8,,0.00,0.0315,General,free-ship-eligible
resideo-at72d1188-u-transformer-40-va-120-v-primary-24-v-secondary-box-plate,HONE-AT72D1188/U,"Resideo AT72D1188/U Transformer, 40 VA, 120 V Primary, 24 V Secondary, Box Plate",59.01,2.0,,0.00,0.0339,THS Standard - no free shipping,
resideo-at72d1691-u-transformer-208-240-v-combination-mount,HONE-AT72D1691/U,"Resideo AT72D1691/U Transformer, 208/240 V, Combination Mount",60.73,2.0,,0.00,0.0329,General,free-ship-eligible
resideo-at72d1725-u-transformer-40-va-120-v-combination-mount,HONE-AT72D1725/U,"Resideo AT72D1725/U Transformer, 40 VA, 120 V, Combination Mount",46.47,2.0,,0.00,0.0430,THS Standard - no free shipping,
resideo-at72d1733-u-transformer-40-va-208-240-v-combination-mount,HONE-AT72D1733/U,"Resideo AT72D1733/U Transformer, 40 VA, 208/240 V, Combination Mount",51.83,2.0,,0.00,0.0386,THS Standard - no free shipping,
resideo-at72d1956-u-transformer-120-v-4-x-4-mounting-plate,HONE-AT72D1956/U,"Resideo AT72D1956/U Transformer, 120 V, 4 x 4 Mounting Plate",57.31,2.0,,0.00,0.0349,THS Standard - no free shipping,
resideo-at87a1049-u-transformer-120-v-12-in-leads-foot-mount,HONE-AT87A1049/U,"Resideo AT87A1049/U Transformer, 120 V, 12 in Leads, Foot Mount",109.03,1.8,,0.00,0.0165,General,free-ship-eligible
resideo-at87a1155-u-transformer-480-v-12-in-leadwires-foot-mount,HONE-AT87A1155/U,"Resideo AT87A1155/U Transformer, 480 V, 12 in Leadwires, Foot Mount",94.99,1.8,,0.00,0.0189,General,free-ship-eligible
resideo-at87a1189-u-transformer-277-24-vac-foot-mount,HONE-AT87A1189/U,"Resideo AT87A1189/U Transformer, 277/24 VAC, Foot Mount",82.09,1.9,,0.00,0.0231,General,free-ship-eligible
resideo-at88a1005-u-transformer-75-va-120-v-fused-secondary-foot-mount,HONE-AT88A1005/U,"Resideo AT88A1005/U Transformer, 75 VA, 120 V, Fused Secondary, Foot Mount",167.30,3.1,,0.00,0.0185,General,free-ship-eligible
resideo-at88a1047-u-transformer-75-va-480-v-fused-secondary-foot-mount,HONE-AT88A1047/U,"Resideo AT88A1047/U Transformer, 75 VA, 480 V, Fused Secondary, Foot Mount",161.36,3.1,,0.00,0.0192,General,free-ship-eligible
resideo-129384a-u-case-cover-for-r8222-r8228-relays,HONE-129384A/U,Resideo 129384A/U Case/Cover for R8222/R8228 Relays,103.76,1.4,,0.00,0.0135,General,free-ship-eligible
resideo-q633a1007-u-plate-mounted-relay-receptacle-8-leadwires,HONE-Q633A1007/U,"Resideo Q633A1007/U Plate-Mounted Relay Receptacle, 8 Leadwires",53.43,0.8,,0.00,0.0150,General,free-ship-eligible
resideo-r4222b1082-u-relay-spdt-120-v-coil-quick-connect-terminals,HONE-R4222B1082/U,"Resideo R4222B1082/U Relay, SPDT, 120 V Coil, Quick Connect Terminals",29.90,0.4,,0.00,0.0134,General,free-ship-eligible
resideo-r4222n1002-u-pilot-duty-relay-dpdt-120-v-coil-quick-connect-terminals,HONE-R4222N1002/U,"Resideo R4222N1002/U Pilot Duty Relay, DPDT, 120 V Coil, Quick Connect Terminals",46.90,0.5,,0.00,0.0107,General,free-ship-eligible
resideo-r8222u1079-u-relay-dpst-normally-open-24-v-coil-quick-connect-terminals,HONE-R8222U1079/U,"Resideo R8222U1079/U Relay, DPST Normally Open, 24 V Coil, Quick Connect Terminals",31.87,0.5,9.25722,0.07,0.0157,General,free-ship-eligible
resideo-r8222v1003-u-relay-dpdt-24-v-coil-quick-connect-terminals,HONE-R8222V1003/U,"Resideo R8222V1003/U Relay, DPDT, 24 V Coil, Quick Connect Terminals",32.49,0.5,9.572904,0.07,0.0154,General,free-ship-eligible
resideo-r8225a1017-u-fully-enclosed-relay-spdt-24-v-coil-leadwire-connections,HONE-R8225A1017/U,"Resideo R8225A1017/U Fully Enclosed Relay, SPDT, 24 V Coil, Leadwire Connections",101.03,0.8,16.40900,0.12,0.0079,General,free-ship-eligible
resideo-r8225d1003-u-fully-enclosed-relay-dpst-normally-open-24-v-coil-leadwire-connections,HONE-R8225D1003/U,"Resideo R8225D1003/U Fully Enclosed Relay, DPST Normally Open, 24 V Coil, Leadwire Connections",117.96,0.8,,0.00,0.0068,General,free-ship-eligible
resideo-r8229a1005-u-dpst-relay-up-to-two-electric-heat-elements-plus-fan-motor-277-vac,HONE-R8229A1005/U,"Resideo R8229A1005/U DPST Relay, Up to Two Electric Heat Elements Plus Fan Motor, 277 VAC",101.46,0.5,,0.00,0.0049,General,free-ship-eligible
resideo-r8229a1021-u-electric-heat-relay-dpst-with-adapter-plate-and-mounting-hardware,HONE-R8229A1021/U,"Resideo R8229A1021/U Electric Heat Relay, DPST, with Adapter Plate and Mounting Hardware",132.89,0.8,,0.00,0.0060,General,free-ship-eligible
resideo-r8239a1003-u-fan-center-120-v-primary-metal-cover,HONE-R8239A1003/U,"Resideo R8239A1003/U Fan Center, 120 V Primary, Metal Cover",143.71,2.7,58.4505,0.42,0.0188,General,free-ship-eligible
resideo-r8239b1043-u-fan-center-dpdt-relay-with-2-normally-open-and-2-normally-closed-contacts,HONE-R8239B1043/U,"Resideo R8239B1043/U Fan Center, DPDT Relay with 2 Normally Open and 2 Normally Closed Contacts",89.20,2.8,58.4505,0.42,0.0314,General,free-ship-eligible
resideo-r8239b1076-u-fan-center-transformer-and-r8222d-relay-on-4-x-4-plate-120-208-240-v,HONE-R8239B1076/U,"Resideo R8239B1076/U Fan Center, Transformer and R8222D Relay on 4 x 4 Plate, 120/208/240 V",107.64,3.4,,0.00,0.0316,General,free-ship-eligible
resideo-r8239d1007-u-fan-center-120-v-40-va-transformer-and-dpst-relay,HONE-R8239D1007/U,"Resideo R8239D1007/U Fan Center, 120 V, 40 VA Transformer and DPST Relay",123.50,2.7,,0.00,0.0219,General,free-ship-eligible
resideo-r8285b1038-u-fan-center-120-v-40-va-transformer-and-dpdt-relay,HONE-R8285B1038/U,"Resideo R8285B1038/U Fan Center, 120 V, 40 VA Transformer and DPDT Relay",85.24,2.7,,0.00,0.0317,General,free-ship-eligible
resideo-r8285b1053-u-fan-center-40-va-transformer-and-r8222d-plug-in-relay-120-208-240-v,HONE-R8285B1053/U,"Resideo R8285B1053/U Fan Center, 40 VA Transformer and R8222D Plug-In Relay, 120/208/240 V",91.13,3.2,,0.00,0.0351,THS Standard - no free shipping,
resideo-r8285d5001-u-fan-center-dpst-120-v-50-va-transformer-for-sv9500-sv9600,HONE-R8285D5001/U,"Resideo R8285D5001/U Fan Center, DPST, 120 V, 50 VA Transformer, for SV9500/SV9600",70.01,2.7,,0.00,0.0386,THS Standard - no free shipping,
resideo-l4029e1011-u-limit-control-manual-reset-fixed-135f-3-in-insertion,HONE-L4029E1011/U,"Resideo L4029E1011/U Limit Control, Manual Reset, Fixed 135°F, 3 in Insertion",207.31,0.8,,0.00,0.0039,General,free-ship-eligible
resideo-l4029e1045-u-limit-control-manual-reset-fixed-240f-3-in-insertion,HONE-L4029E1045/U,"Resideo L4029E1045/U Limit Control, Manual Reset, Fixed 240°F, 3 in Insertion",207.31,0.8,,0.00,0.0039,General,free-ship-eligible
resideo-l4029e1219-u-limit-control-factory-set-165f-3-in,HONE-L4029E1219/U,"Resideo L4029E1219/U Limit Control, Factory Set 165°F, 3 in",203.34,0.8,,0.00,0.0039,General,free-ship-eligible
resideo-l4029e1227-u-limit-control-factory-set-125f-3-in-insertion,HONE-L4029E1227/U,"Resideo L4029E1227/U Limit Control, Factory Set 125°F, 3 in Insertion",197.41,0.8,,0.00,0.0041,General,free-ship-eligible
resideo-am-1-020rp-u-mixing-valve-replacement-assembly-for-b-and-c-models,HONE-AM-1-020RP/U,Resideo AM-1-020RP/U Mixing Valve Replacement Assembly for 'B' and 'C' Models,51.21,0.8,,0.00,0.0156,General,free-ship-eligible
resideo-am-1-025rp-u-mixing-valve-replacement-assembly-for-standard-and-r-models,HONE-AM-1-025RP/U,Resideo AM-1-025RP/U Mixing Valve Replacement Assembly for Standard and 'R' Models,53.24,0.1,,0.00,0.0019,General,free-ship-eligible
resideo-am-1-030rp-u-1070-rp-kit-for-mixing-valves,HONE-AM-1-030RP/U,Resideo AM-1-030RP/U 1070 RP Kit for Mixing Valves,53.24,0.1,,0.00,0.0019,General,free-ship-eligible
resideo-am08-038lf-u-am-1-union-kit-1-2-in-sweat-lead-free,HONE-AM08-038LF/U,"Resideo AM08-038LF/U AM-1 Union Kit, 1/2 in Sweat, Lead Free",33.17,0.5,,0.00,0.0151,General,free-ship-eligible
resideo-am08-039lf-u-am-1-union-kit-3-4-in-sweat-lead-free,HONE-AM08-039LF/U,"Resideo AM08-039LF/U AM-1 Union Kit, 3/4 in Sweat, Lead Free",31.13,0.5,,0.00,0.0161,General,free-ship-eligible
resideo-am08-040lf-u-am-1-union-kit-1-in-sweat-lead-free,HONE-AM08-040LF/U,"Resideo AM08-040LF/U AM-1 Union Kit, 1 in Sweat, Lead Free",75.70,0.8,,0.00,0.0106,General,free-ship-eligible
resideo-am08-041lf-u-am-1-union-kit-1-2-in-npt-lead-free,HONE-AM08-041LF/U,"Resideo AM08-041LF/U AM-1 Union Kit, 1/2 in NPT, Lead Free",63.47,0.7,,0.00,0.0110,General,free-ship-eligible
resideo-am08-042lf-u-am-1-union-kit-3-4-in-npt-lead-free,HONE-AM08-042LF/U,"Resideo AM08-042LF/U AM-1 Union Kit, 3/4 in NPT, Lead Free",97.41,1.3,,0.00,0.0133,General,free-ship-eligible
resideo-am08-043lf-u-am-1-union-kit-1-in-npt-lead-free,HONE-AM08-043LF/U,"Resideo AM08-043LF/U AM-1 Union Kit, 1 in NPT, Lead Free",113.24,1.5,,0.00,0.0132,General,free-ship-eligible
resideo-am1-1070body-1lf-u-am-1-mixing-valve-body-only-c1070-70120f,HONE-AM1-1070BODY-1LF/U,"Resideo AM1-1070BODY-1LF/U AM-1 Mixing Valve Body Only, C1070, 70–120°F",112.04,1.5,,0.00,0.0134,General,free-ship-eligible
resideo-am1-body-1lf-u-am-1-mixing-valve-body-only-standard-70145f,HONE-AM1-BODY-1LF/U,"Resideo AM1-BODY-1LF/U AM-1 Mixing Valve Body Only, Standard, 70–145°F",97.57,1.5,,0.00,0.0154,General,free-ship-eligible
resideo-am1-rbody-1-u-am-1-mixing-valve-body-only-radiant-70180f,HONE-AM1-RBODY-1/U,"Resideo AM1-RBODY-1/U AM-1 Mixing Valve Body Only, Radiant, 70–180°F",79.89,1.4,,0.00,0.0175,General,free-ship-eligible
resideo-am1-tempgauge-u-am-1-universal-temperature-gauge-adapter,HONE-AM1-TEMPGAUGE/U,Resideo AM1-TEMPGAUGE/U AM-1 Universal Temperature Gauge Adapter,30.59,1.0,,0.00,0.0327,General,free-ship-eligible
resideo-am100-sb-u-push-connect-union-fittings-1-2-in-3-pack,HONE-AM100-SB/U,"Resideo AM100-SB/U Push-Connect Union Fittings, 1/2 in, 3-Pack",57.27,0.5,,0.00,0.0087,General,free-ship-eligible
resideo-am100-ucpvc-1lf-u-am-1-lead-free-mixing-valve-1-2-in-cpvc-union-100145f,HONE-AM100-UCPVC-1LF/U,"Resideo AM100-UCPVC-1LF/U AM-1 Lead Free Mixing Valve, 1/2 in CPVC Union, 100–145°F",152.04,2.0,,0.00,0.0132,General,free-ship-eligible
resideo-am100-uptg-1lf-u-lead-free-thermostatic-mixing-valve-1-2-in-press-temperature-gauge-70145f,HONE-AM100-UPTG-1LF/U,"Resideo AM100-UPTG-1LF/U Lead Free Thermostatic Mixing Valve, 1/2 in Press, Temperature Gauge, 70–145°F",193.27,3.0,,0.00,0.0155,General,free-ship-eligible
resideo-am100-ustg-1lf-u-low-lead-thermostatic-mixing-valve-1-2-in-union-temperature-gauge-70145f,HONE-AM100-USTG-1LF/U,"Resideo AM100-USTG-1LF/U Low Lead Thermostatic Mixing Valve, 1/2 in Union, Temperature Gauge, 70–145°F",169.90,3.1,,0.00,0.0182,General,free-ship-eligible
resideo-am100r-up-1-u-thermostatic-mixing-valve-1-2-in-union-and-press-tailpieces-70180f,HONE-AM100R-UP-1/U,"Resideo AM100R-UP-1/U Thermostatic Mixing Valve, 1/2 in Union and Press Tailpieces, 70–180°F",146.66,2.2,,0.00,0.0150,General,free-ship-eligible
resideo-am100r-us-1-u-am-1-mixing-valve-1-2-in-sweat-union-80180f-heating-only,HONE-AM100R-US-1/U,"Resideo AM100R-US-1/U AM-1 Mixing Valve, 1/2 in Sweat Union, 80–180°F, Heating Only",124.00,2.1,,0.00,0.0169,General,free-ship-eligible
resideo-am100r-ut-1-u-am-1-mixing-valve-1-2-in-threaded-union-80180f-heating-only,HONE-AM100R-UT-1/U,"Resideo AM100R-UT-1/U AM-1 Mixing Valve, 1/2 in Threaded Union, 80–180°F, Heating Only",132.06,2.3,,0.00,0.0174,General,free-ship-eligible
resideo-am101-sb-u-push-connect-union-fittings-3-4-in-3-pack,HONE-AM101-SB/U,"Resideo AM101-SB/U Push-Connect Union Fittings, 3/4 in, 3-Pack",80.19,0.7,,0.00,0.0087,General,free-ship-eligible
resideo-am101-ucpvc-1lf-u-am-1-lead-free-mixing-valve-3-4-in-cpvc-union-100145f,HONE-AM101-UCPVC-1LF/U,"Resideo AM101-UCPVC-1LF/U AM-1 Lead Free Mixing Valve, 3/4 in CPVC Union, 100–145°F",167.69,1.9,,0.00,0.0113,General,free-ship-eligible
resideo-am101-upex-1lf-u-am-1-lead-free-mixing-valve-3-4-in-pex-union-70145f,HONE-AM101-UPEX-1LF/U,"Resideo AM101-UPEX-1LF/U AM-1 Lead Free Mixing Valve, 3/4 in PEX Union, 70–145°F",167.69,2.1,,0.00,0.0125,General,free-ship-eligible
resideo-am101-uptg-1lf-u-lead-free-thermostatic-mixing-valve-3-4-in-press-temperature-gauge-70145f,HONE-AM101-UPTG-1LF/U,"Resideo AM101-UPTG-1LF/U Lead Free Thermostatic Mixing Valve, 3/4 in Press, Temperature Gauge, 70–145°F",212.70,3.1,,0.00,0.0146,General,free-ship-eligible
resideo-am101-ustg-1lf-u-low-lead-thermostatic-mixing-valve-3-4-in-union-temperature-gauge-70145f,HONE-AM101-USTG-1LF/U,"Resideo AM101-USTG-1LF/U Low Lead Thermostatic Mixing Valve, 3/4 in Union, Temperature Gauge, 70–145°F",194.51,2.6,,0.00,0.0134,General,free-ship-eligible
resideo-am101r-upex-1-u-am-1-mixing-valve-3-4-in-pex-union-80180f-heating-only,HONE-AM101R-UPEX-1/U,"Resideo AM101R-UPEX-1/U AM-1 Mixing Valve, 3/4 in PEX Union, 80–180°F, Heating Only",156.87,2.1,,0.00,0.0134,General,free-ship-eligible
resideo-am102-sb-u-push-connect-union-fittings-1-in-3-pack,HONE-AM102-SB/U,"Resideo AM102-SB/U Push-Connect Union Fittings, 1 in, 3-Pack",116.94,0.9,,0.00,0.0077,General,free-ship-eligible
resideo-am102-uptg-1lf-u-lead-free-thermostatic-mixing-valve-1-in-press-temperature-gauge-70145f,HONE-AM102-UPTG-1LF/U,"Resideo AM102-UPTG-1LF/U Lead Free Thermostatic Mixing Valve, 1 in Press, Temperature Gauge, 70–145°F",265.97,3.2,,0.00,0.0120,General,free-ship-eligible
resideo-am102-ustg-1lf-u-low-lead-thermostatic-mixing-valve-1-in-union-temperature-gauge-70145f,HONE-AM102-USTG-1LF/U,"Resideo AM102-USTG-1LF/U Low Lead Thermostatic Mixing Valve, 1 in Union, Temperature Gauge, 70–145°F",223.84,2.8,,0.00,0.0125,General,free-ship-eligible
resideo-am206-039-u-am-1-cpvc-union-kit-1-2-in,HONE-AM206-039/U,"Resideo AM206-039/U AM-1 CPVC Union Kit, 1/2 in",35.06,0.4,,0.00,0.0114,General,free-ship-eligible
resideo-am206-040-u-am-1-cpvc-union-kit-3-4-in,HONE-AM206-040/U,"Resideo AM206-040/U AM-1 CPVC Union Kit, 3/4 in",30.26,0.4,,0.00,0.0132,General,free-ship-eligible
resideo-am206-041lf-u-am-1-union-kit-1-2-in-pex-lead-free,HONE-AM206-041LF/U,"Resideo AM206-041LF/U AM-1 Union Kit, 1/2 in PEX, Lead Free",42.50,0.6,,0.00,0.0141,General,free-ship-eligible
resideo-am206-042lf-u-am-1-union-kit-3-4-in-pex-lead-free,HONE-AM206-042LF/U,"Resideo AM206-042LF/U AM-1 Union Kit, 3/4 in PEX, Lead Free",41.26,1.8,,0.00,0.0436,THS Standard - no free shipping,
resideo-amx-001rp-u-amx-series-mixing-valve-repair-kit,HONE-AMX-001RP/U,Resideo AMX-001RP/U AMX Series Mixing Valve Repair Kit,78.49,0.2,,0.00,0.0025,General,free-ship-eligible
resideo-amx101-up-1lf-u-amx-lead-free-mixing-valve-3-4-in-press,HONE-AMX101-UP-1LF/U,"Resideo AMX101-UP-1LF/U AMX Lead Free Mixing Valve, 3/4 in Press",284.69,3.6,,0.00,0.0126,General,free-ship-eligible
resideo-amx101-us-1lf-u-amx-lead-free-mixing-valve-3-4-in-sweat-union-90130f,HONE-AMX101-US-1LF/U,"Resideo AMX101-US-1LF/U AMX Lead Free Mixing Valve, 3/4 in Sweat Union, 90–130°F",263.19,3.4,144.000,1.04,0.0129,General,free-ship-eligible
resideo-amx101-ut-1lf-u-amx-lead-free-mixing-valve-3-4-in-npt-union-90130f,HONE-AMX101-UT-1LF/U,"Resideo AMX101-UT-1LF/U AMX Lead Free Mixing Valve, 3/4 in NPT Union, 90–130°F",281.33,3.9,242.2500,1.74,0.0139,General,free-ship-eligible
resideo-amx102-up-1lf-u-amx-lead-free-mixing-valve-1-in-press,HONE-AMX102-UP-1LF/U,"Resideo AMX102-UP-1LF/U AMX Lead Free Mixing Valve, 1 in Press",331.74,3.8,,0.00,0.0115,General,free-ship-eligible
resideo-amx102-us-1lf-u-amx-lead-free-mixing-valve-1-in-sweat-union-90130f,HONE-AMX102-US-1LF/U,"Resideo AMX102-US-1LF/U AMX Lead Free Mixing Valve, 1 in Sweat Union, 90–130°F",299.64,3.8,250.000,1.80,0.0127,General,free-ship-eligible
resideo-amx102-ut-1lf-u-amx-lead-free-mixing-valve-1-in-npt-union-90130f,HONE-AMX102-UT-1LF/U,"Resideo AMX102-UT-1LF/U AMX Lead Free Mixing Valve, 1 in NPT Union, 90–130°F",328.00,4.2,256.51017,1.85,0.0128,General,free-ship-eligible
