sku,handle,categoria,preco,peso_lb,lambda,perfil_atual,nota
MILW-49-56-0713,1-1-2-hole-dozer-with-carbide-teeth-hole-saw,Carbide Hole Saws,28.50,0.19,0.0067,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
AQUF-KDW-684-PP,3-8-x-84-comp-x-mip-mightyflex-dishwasher-connector-stainless-steel-braided-dishwasher-connector,Supplies,28.35,0.93,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WHIT-IG16,blue-magic-industrial-grade-thread-sealant-1-pint,Tape & Sealants,28.04,0.84,0.0300,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CAMC-08163,thermostat-upper-tod-style-w-hlc-e-f-s-08163,"Controls, Switches & Sensors",27.83,0.93,0.0334,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630X468,1-x-6-x-8-pex-f1870-stub-out-elbow,Stub Outs,27.66,0.64,0.0231,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GERB-D481316,6-ceiling-mount-showerarm-w-escutcheon-chrome,Shower Arms,27.54,0.37,0.0134,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
TACO-UFS-050S,union-fitting-sets-1-2-sweat-bag-of-2-for-006e3-ecm-circulator-tacosetter-smartplus-e-spe-1,Hot Water Recirculating Pumps,27.49,0.5,0.0182,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
TACO-UFS-075S,union-fitting-sets-3-4-sweat-bag-of-2-for-006e3-ecm-circulator-tacosetter-smartplus-e-spe-1,Hot Water Recirculating Pumps,27.49,0.5,0.0182,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-81702W,1-2-press-full-port-ball-valve-lf,Press Ball Valves,27.42,0.49,0.0179,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-103-525PG,1-f1807-standard-port-2-piece-crimp-pex-connection-400-wog,F1807 (Crimp) Ball Valves,27.16,0.69,0.0254,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PDWV-400300CLFM-P,4-x-3-pvc-dwv-closet-flange-with-metal-ring-closet-x-h,PVC DWV Fittings,27.13,0.9,0.0332,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSP-150-20,1-1-2-x-20-abs-foam-core-pipe-sch40,ABS Pipe,27.00,0.26,0.0096,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISAGL0202,2-appliance-adaptor-pvc-to-pps-w-gasket,Polypropylene Single Wall Venting,26.84,0.1,0.0037,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
EVER-EFST,everflux-stick,Flux,26.84,0.85,0.0317,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630WG348,3-4-x-5-x-8-f1960-stub-out-elbow,Stub Outs,26.74,0.26,0.0097,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-652-A,1-2-mip-hydra-rester-asse-a,Hammer Arrestors,26.73,0.65,0.0243,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630XD288,1-2-x-8-x-12-pex-f1870-double-stub-out-elbow,Stub Outs,26.51,0.55,0.0207,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-68431,1-1-4-10-l-galvanized-24-gauge-steel-pipe-support-for-pureflow-pex-pipe-5-per-pack,Tubing Support,26.47,0.05,0.0019,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-150-4,1-1-2-x-4-red-brass-pipe-nipple,Brass Nipples,26.36,0.88,0.0334,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-68432,1-1-2-10-l-galvanized-24-gauge-steel-pipe-support-for-pureflow-pex-pipe-5-per-pack,Tubing Support,26.13,0.05,0.0019,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-1-36AC,3-8-sink-supplies-36,Supplies,26.10,0.32,0.0123,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-12IM84,1-4-x-1-4-x-84-comp-x-comp-ice-maker-supply-no-burst,Supplies,26.04,0.45,0.0173,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-200-3,2-x-3-red-brass-pipe-nipple,Brass Nipples,25.91,0.84,0.0324,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-KTR07X-C,1-2-x-1-4-angle-stop-fip-x-comp,Stops,25.76,0.3,0.0116,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-100-10-V,1-x-10-flowguard-gold-cpvc-pipe,CPVC Pipe,25.50,0.23,0.0090,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
ARRO-201LF,standard-hose-bib-1-2-mip-shank-on-thread-lead-free,Sill Faucet,25.38,0.85,0.0335,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-AT2199ORB,moen-2-5-in-shower-arm-flange-in-oil-rubbed-bronze,Shower Arms,25.23,0.09,0.0036,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-KTCR19B20AX-C,1-2-x-3-8-x-7-8-sink-supply-kit-comp-x-comp-chrome-bras-ktcr19b20ax-c,Lavatory Supply Kits,25.01,0.54,0.0216,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-2105,milwaukee-penlight,Personal Lighting,25.01,0.14,0.0056,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-50703W,3-4-sweat-full-port-ball-valve-lf,Sweat Ball Valves,25.01,0.77,0.0308,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-KTCR09X-C,1-2-x-1-4-angle-stop-comp-x-comp-chrome-bras-ktcr09x-c,Stops,24.96,0.28,0.0112,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ELKA-LK-363,elkay-installation-extra-long-screws-and-clips-set-of-14,Other Kitchen Sink Accessories,24.93,0.5,0.0201,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-79245,1x1-p-mpt-male-adapter-propress,Press Fittings - Copper (CTS),24.87,0.8,0.0322,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-300.300.200-STLHO90-A,3-x-3-x-2-abs-dwv-90-street-elbow-with-low-heel-inlet-hx-spigot-x-h,ABS DWV Fittings,24.77,0.82,0.0331,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-400-CO-A,4-abs-dwv-cleanout-adapter-with-plug-spigot-x-fpt,ABS DWV Fittings,24.75,0.81,0.0327,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-KTCR19B16AX-C,1-2-x-3-8-x-7-8-sink-supply-kit-comp-x-comp-chrome,Lavatory Supply Kits,24.69,0.52,0.0211,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-77057,1x1-p-ftg-cts-90-deg-elbow-street-propress,Press Fittings - Copper (CTS),24.69,0.8,0.0324,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-BA-475B-12,1-2-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,FIP Ball Valves,24.64,0.46,0.0187,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-250-12A,2-abs-turbovent-with-adapter,Auto Vents,24.63,0.32,0.0130,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PDWV-300ST60-P,3-pvc-dwv-60-street-elbow-h-x-spigot,PVC DWV Fittings,24.51,0.81,0.0330,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-CSSC21-24,3-4-x-3-4-gas-supply-24-fip-x-mip,Supplies,24.21,0.32,0.0132,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-822-CKIT,clamp-collar-for-halo-drains,Floor Drains,24.06,0.5,0.0208,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MPEX-3610002,for-1-1-4-brass-manifolds-basic-end-cap-1-bsp,Manifolds (Radiant Heating),24.05,0.8,0.0333,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-150-104G,3-4-fip-full-port-2-piece-threaded-connection-600-wog,FIP Ball Valves,23.98,0.7,0.0292,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-660-HB,hose-tee-mini-rester,Hammer Arrestors,23.89,0.46,0.0193,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-CSSD54-36,1-2-x-1-2-gas-supply-36-fip-x-mip,Supplies,23.87,0.32,0.0134,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-OR07X-C,1-2-x-1-4-angle-stop-fip-x-comp-chrome,Stops,23.73,0.22,0.0093,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HONE-50001137-001/U,cover-plate-assembly-for-focuspro-th5110-coverplates-bracket-for-j-boxes-mounting-hardware,Thermostat Accessories,23.62,0.72,0.0305,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-250-11A,1-1-2-abs-turbovent-with-adapter,Auto Vents,23.54,0.33,0.0140,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-150-114G,3-4-sweat-full-port-2-piece-solder-connectiopn-600-wog,Sweat Ball Valves,23.43,0.68,0.0290,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-49-25-1261,1-3-4-bi-metal-multi-material-universal-fit-oscillating-multi-tool-blade-1-pack,Oscillating Blades & Accessories,23.27,0.73,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-150-3.5,1-1-2-x-3-1-2-red-brass-pipe-nipple,Brass Nipples,23.23,0.72,0.0310,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-MNM1-600,1-insulated-cable-staples,Consumables,23.17,0.73,0.0315,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HONE-THP2400A1027W/U,white-coverplate-assembly-for-use-with-the-prestige-2-wire-iaq-thermostat,Thermostat Accessories,23.12,0.72,0.0311,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-AT2199BN,moen-2-5-in-shower-arm-flange-in-brushed-nickel,Shower Arms,23.01,0.08,0.0035,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-400-CLFM-A,4-x-4-abs-dwv-closet-flange-with-metal-ring-closet-x-h,ABS DWV Fittings,22.86,0.77,0.0337,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-73-2075,over-the-glasses-tinted-dual-coat-lenses,Eye Protection,22.71,0.73,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GERB-D481136,6-showerarm-w-escutcheon-chrome,Shower Arms,22.68,0.5,0.0220,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-200-2.5,2-x-2-1-2-red-brass-pipe-nipple,Brass Nipples,22.46,0.71,0.0316,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-SS-430,snap-n-seal-stainless-basket-strainer,Basket Strainers,22.41,0.69,0.0308,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-863-U,aluminum-dome-bottom-strainer,Floor Sinks,22.30,0.32,0.0143,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-68430,1-10-l-galvanized-24-gauge-steel-pipe-support-for-pureflow-pex-pipe-5-per-pack,Tubing Support,22.18,0.05,0.0023,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
IPSC-12497,weld-on-735-wet-n-fast-pvc-solvent-cement-blue-low-voc-high-strength-medium-bodied-extremely-fast-setting-1-2-pint-8-fl-oz,Cements,22.07,0.58,0.0263,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-SCR19X-C,1-2-x-3-8-angle-stop-key-comp-x-comp-chrome-bras-scr19x-c,Stops,21.96,0.3,0.0137,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-12IM72,1-4-x-1-4-x-72-comp-x-comp-ice-maker-supply-no-burst,Supplies,21.93,0.41,0.0187,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-49-25-1231,1-3-8-bi-metal-multi-material-universal-fit-oscillating-multi-tool-blade-1-pack,Oscillating Blades & Accessories,21.81,0.73,0.0335,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DIAB-DHS375XT6,5-1-2-x-3-8-universal-extension-for-drills,Hole Saw Bits & Accessories,21.72,0.73,0.0336,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HOLD-TRPVC2A,holdrite-testrite-2-pvc-dwv-test-cleanout-tee-with-plug,ABS DWV Fittings,21.62,0.7,0.0324,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-963-HTL-FE32,floweasy-liquid-drain-cleaner-1-quart-bottle,Miscellaneous Tools,21.33,0.33,0.0155,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-645WG4,1-pex-f1960-coupling-brass,F1960 Expansion Fittings,21.00,0.05,0.0024,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISVL022UV,2-x-24-polypro-single-wall-uv-black-vent-pipe,Polypropylene Single Wall Venting,20.70,0.5,0.0242,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-OCR39X-C,1-2-x-1-2-angle-stop-comp-x-comp-chrome,Stops,20.59,0.27,0.0131,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-150-3,1-1-2-x-3-red-brass-pipe-nipple,Brass Nipples,20.23,0.63,0.0311,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-600-PLG-A,6-abs-dwv-cleanout-plug-mpt,ABS DWV Fittings,20.21,0.62,0.0307,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-38-0010,copper-tubing-cutter-wheel-2-pack,Tube Cutters (M12),20.19,0.07,0.0035,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-G2PS09X-C,1-2-x-1-4-angle-stop-push-x-comp-chrome,Stops,20.05,0.25,0.0125,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-643WG4,1-pex-f1960-female-sweat-adapter-brass,F1960 Expansion Fittings,20.05,0.05,0.0025,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-68435,3-4-10-l-galvanized-24-gauge-steel-pipe-support-for-pureflow-pex-pipe-5-per-pack,Tubing Support,19.89,0.05,0.0025,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630X348,3-4-x-4-x-8-f1870-stub-out-elbow,Stub Outs,19.82,0.43,0.0217,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
LEGE-301-106NL,1-1-4-fip-x-sweat-no-lead-forged-brass-forged-steel-dielectric-union,Dielectric Fittings,19.79,0.6,0.0303,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
TYSE-200-CPL,2-husky-4000-series-super-duty-stainless-steel-coupling-for-joining-no-hub-cast-iron-soil-pipe-and-fittings,No Hub Fittings,19.66,0.6,0.0305,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-240-455206C32,1-1-4-x-6-slip-joint-ext-t-p-chr-20ga,Extension Tube,19.38,0.16,0.0083,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-647WG2E3,1-2-pex-f1960-x-fip-drop-ear-elbow-brass,F1960 Expansion Fittings,19.30,0.05,0.0026,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILL-72148,6-in-1-ratchet-action-screwdriver,Screwdrivers,19.12,0.62,0.0324,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-956,2-closet-spud-w-brass-nut,Toilet Repair Parts & Accessories,19.09,0.62,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630WG2138,1-2-x-13-x-8-pex-f1960-stub-out-elbow,Stub Outs,19.00,0.26,0.0137,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-125-3.5,1-1-4-x-3-1-2-red-brass-pipe-nipple,Brass Nipples,18.78,0.61,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRIF-100.075-90EL-NL,1-x-3-4-brass-elbow-90-reducing,Brass Fittings,18.71,0.6,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRIF-125-CPL-NL,1-1-4-brass-coupling,Brass Fittings,18.71,0.6,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCP-125-SCH40-PE,1-1-4-x-20-pvc-sch40-plain-end-pipe,PVC SCH40 Plain End,18.60,0.54,0.0290,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSP-200-10,2-x-10-abs-foam-core-pipe-sch40,ABS Pipe,18.40,0.34,0.0185,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-645XC4,1-pex-f1807-to-cpvc-adapter,F1807 Crimp Fittings,18.39,0.3,0.0163,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRIF-050-UNI-NL,1-2-brass-union,Brass Fittings,18.32,0.6,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-12IM60,1-4-x-1-4-x-60-comp-x-comp-ice-maker-supply-no-burst,"Sink, Toilet & Dishwasher",18.27,0.35,0.0192,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-116651,moen-6-in-straight-shower-arm-in-chrome,Shower Arms,18.18,0.5,0.0275,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-28-1010,6-in-x-1-4-in-universal-quik-lok-extension,Hole Saw Bits & Accessories,18.03,0.25,0.0139,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISVL022,2-x-24-polypro-single-wall-vent-pipe,Polypropylene Single Wall Venting,18.00,0.45,0.0250,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-240-705212C25,1-1-4-x-12-threaded-both-ends-tube-20ga,Extension Tube,17.92,0.16,0.0089,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-521-725,carrier-bracket-1-cts-hole,"Pipe Straps, Brackets & Hooks",17.92,0.48,0.0268,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-521-728,carrier-bracket-1-cts-notch-for-prefab,"Pipe Straps, Brackets & Hooks",17.92,0.48,0.0268,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-521-729,carrier-bracket-1-cts-double-hole,"Pipe Straps, Brackets & Hooks",17.92,0.48,0.0268,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-AP-0808,access-panel-8-x-8,Access Panels,17.67,0.58,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-62-6035,sds-plus-mortar-scraper-7,Masonry Bits & Chisels,17.62,0.25,0.0142,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-74000,replacement-vent-assembly-for-air-seperator-3-4-to-2,Air Separators,17.62,0.5,0.0284,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-200.200.150.150-DFT-A,2-x-2-x-1-1-2-x-1-1-2-abs-dwv-double-fixture-fitting-all-h,ABS DWV Fittings,17.50,0.57,0.0326,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
