sku,ven,price,lb_loja,teto_lb,folga_x,title
DELT-759240-CZ,Delta,107.53,2.0,3.62,1.8,"Delta 759240-CZ Trinsic® 24"" Towel Bar Champagne Bronze"
MPEX-4842020,MrPEX Systems,107.53,0.05,3.62,72.5,"MrPEX Systems 4842020 2"" PEX Sweat Adapter (Expansion(F1960) x FTG Sweat) - Brass"
HONE-TG511D1004/U,Resideo,107.4,0.72,3.62,5.0,Resideo TG511D1004/U Medium Universal Thermostat Guard Cover Beige
DEAR-78A-1,Dearborn,107.64,1.04,3.63,3.5,"Dearborn® 78A-1 1-1/2"" x 16"" Center To Center, Slip Joint w/ Baffle Tee - 20 Ga."
TACO-110-251SF,Taco Comfort Solutions,107.58,0.88,3.63,4.1,"Taco Comfort Solutions 110-251SF Freedom Flange Set - Stainless Steel, 2 bolt, 3/4"" NPT; F"
TACO-110-252SF,Taco Comfort Solutions,107.58,0.88,3.63,4.1,"Taco Comfort Solutions 110-252SF Freedom Flange Set - Stainless Steel, 2 bolt, 1"" NPT; Fit"
TACO-110-254SF,Taco Comfort Solutions,107.58,0.88,3.63,4.1,"Taco Comfort Solutions 110-254SF Freedom Flange Set - Stainless Steel, 2 bolt, 1-1/2"" NPT;"
TACO-110-526BSFL,Taco Comfort Solutions,107.58,0.5,3.63,7.3,"Taco Comfort Solutions Freedom Flange Set - Bronze, 2 bolt, 1-1/2"" Sweat, Low-Lead , Compl"
PVCF-150.100-CPL-SCH80,Charlotte Pipe,108.0,0.52,3.64,7.0,"Charlotte Pipe PVC-08100-5600 1-1/2"" x 1"" PVC SCH80 Coupling - Socket x Socket"
MOEN-1212,Moen,108.48,0.52,3.66,7.0,Moen M-CORE Cartridge 1212
DELT-RP21905SS,Delta,109.26,1.0,3.68,3.7,Delta RP21905SS Soap / Lotion Dispenser Pump Head Stainless
DIAB-D1280X,Diablo,109.16,0.73,3.68,5.0,"Diablo D1280X 12"" x 80-Teeth Fine Finish Saw Blade for Wood"
MOEN-226651BG,Moen,109.2,1.0,3.68,3.7,Moen 226651BG 12 in. Shower Arm in Brushed Gold
OATE-30887,Oatey,109.26,1.95,3.68,1.9,Oatey® 30887 Gallon PVC Medium Body Gray Cement
HONE-40003916-047/U,Resideo,109.48,0.6,3.69,6.1,"Resideo 40003916-047/U Replacement Head for V4044A, 120 VAC, 60 Hz with 96 in leads"
DIAB-DHS4625CTR,Diablo,109.89,0.73,3.7,5.1,"Diablo DHS4625CTR 4-5/8"" Demo Demon™ Carbide Teeth Rough-In Hole Saw"
MLWV-BA-150S-A100,Milwaukee Valve,109.74,2.06,3.7,1.8,"Milwaukee Valve BA-150S-A-100 1"" - SWT x SWT - Bronze, Standard Port - Ball Valve - 150 SW"
HONE-R841C1227/U,Resideo,109.73,1.5,3.7,2.5,Resideo R841C1227/U 24 V SPST switching Electric Heater Relay
GERB-D495958BB,Gerber,110.16,1.0,3.71,3.7,Gerber D495958BB Parma Deck Mount Soap & Lotion Dispenser Brushed Bronze
PERF-CI000033658017,HydraPro,109.97,5.0,3.71,0.7,"HydraPro 2"" IPS SDR11 ID Chamfer Tool w/Gauge"
SLOA-3308384,Sloan,110.1,3.0,3.71,1.2,Sloan 3308384 H700A CP STOP ASM 3/4 IN ADJ W/VR CAP
SLOA-3308386,Sloan,110.1,3.0,3.71,1.2,Sloan 3308386 H700A CP STOP ASM 1 IN ADJ W/VR CAP
MILL-77020,Mill Rose,110.52,1.2,3.72,3.1,"Mill Rose 77020 1-1/2"" WATERGATE TOOL-BAGGED"
IBCT-P-337B,IBC,110.73,2.19,3.73,1.7,IBC AIR PRESSURE SWITCH KIT SL G3
HONE-TL8130A1005/U,Resideo,110.69,0.5,3.73,7.5,Resideo TL8130A1005/U Single-Pole Line-Voltage Programmable Thermostat
SIOU-696RG3011XF,Sioux Chief,110.66,1.51,3.73,2.5,Sioux Chief 696RG3011XF OxBox Toilet-Dishwasher Box Firerated F1807
HLNK-EX27641NL,HeatLink,110.93,0.05,3.74,74.8,"HeatLink EX27641NL 1-1/2"" PEX Female Adapter (Expansion(F1960) x FIP) - Brass"
VEGA-76590,Viega,110.9,0.9,3.74,4.2,"Viega 76590 1-1/4"" MegaPress Transition Coupling"
MOEN-62720,Moen,111.42,0.9,3.75,4.2,Moen 62720 M-Pact Tub and Shower Rough in Valve Bulk (12-Pack)
SIOU-833-2PNR,Sioux Chief,111.24,1.98,3.75,1.9,"Sioux Chief 833-2PNR 2"" PVC Round Floor Drain with Nickel Top"
SIOU-834-3PNR,Sioux Chief,111.24,0.38,3.75,9.9,"Sioux Chief 834-3PNR Cleanout Finish Line 3"" PVC with 6"" Nickel Bronze Round Cover"
SIOU-834-4PNR,Sioux Chief,111.24,0.38,3.75,9.9,"Sioux Chief 834-4PNR Cleanout Finish Line 4"" PVC with 6"" Nickel Bronze Round Cover"
VEGA-77072,Viega,111.57,0.8,3.76,4.7,"Viega 77072 2""x2"" - (P-FTG(CTS)) - 90 Deg Elbow (Street), ProPress®"
VEGA-79465,Viega,111.51,0.8,3.76,4.7,"Viega 79465 1-1/4"" x 1-1/4"" - (FTG (CTS)-FPT) - Fitting Female Adapter (FTG), ProPress®"
BRIF-300.200-CPL-NL,Legend Valve,111.98,0.6,3.77,6.3,"Legend Valve 310-390NL 3"" x 2"" - Brass Reducing Coupling"
DIAB-DSD1375S15,Diablo,112.08,3.0,3.78,1.3,"Diablo DSD1375S15 7/8"" - 1-3/8"" Impact Step Drill Bit (15 Steps)"
BRPN-400-CLS,Legend Valve,112.29,0.29,3.78,13.0,"Legend Valve 311-220 4"" x Close Red Brass Pipe Nipple"
OATE-31135,Oatey,112.11,1.21,3.78,3.1,Oatey® 31135 Gallon PVC All Weather Clear Cement
DEAR-202-1,Dearborn,112.45,1.45,3.79,2.6,"Dearborn® Full Kit, Brass Tubular - 17 Ga. Chain and Stopper with Chrome Finish Trim with "
MOEN-1222,Moen,112.34,0.52,3.79,7.3,Moen Cartridge 1222
LEGE-450-868P,Legend Valve,112.84,0.06,3.8,63.4,"Legend Valve 450-868P 2"" PEX Press Adapter (Expansion(F1960) x Press) - Brass"
MILW-48-11-2425,Milwaukee Tools,112.86,0.85,3.8,4.5,Milwaukee Tools 48-11-2425 M12™ REDLITHIUM™ HIGH OUTPUT™ CP2.5 Battery Pack
PASC-4654,Pasco,112.74,0.33,3.8,11.5,"Pasco 4654 2"" PVC Pipe Cutter"
HONE-VCZAR1100/U,Resideo,112.8,2.25,3.8,1.7,Resideo VCZAR1100/U 2-way 1 in fNPT VC Valve Assy 6.6 Cv and linear flow
AMST-0039.000.020,American Standard,113.18,1.0,3.81,3.8,American Standard 0039000.020 Edgemere® Pedestal Leg White
MOEN-T5152EPSRN,Moen,113.07,1.0,3.81,3.8,Moen T5152EPSRN Seena Spot resist brushed nickel Posi-Temp(R) shower only
LEGE-105-108NL,Legend Valve,113.22,1.33,3.82,2.9,"Legend Valve 105-108NL 2"" - FIP x FIP, No Lead Forged Brass Swing Check Valve"
LEGE-105-208NL,Legend Valve,113.22,1.33,3.82,2.9,"Legend Valve 105-208NL 2"" - Sweat x Sweat, No Lead Forged Brass Swing Check Valve"
SIOU-696RG3011WF,Sioux Chief,113.34,1.51,3.82,2.5,Sioux Chief 696RG3011WF OxBox Toilet-Dishwasher Box Firerated F1960
VEGA-25450,Viega,113.3,0.9,3.82,4.2,"Viega 25450 1-1/2"" x 1-1/2"" x 1-1/4"" - (P-P FPT) - Tee (Reducing), MegaPress®"
WEBS-H-81563W,Webstone,113.3,3.0,3.82,1.3,"Webstone H-81563W 3/4"" Press Full Port Ball Valve with Hose Drain and Integral Y-Strainer"
CHEM-400.200-WYE,Charlotte Pipe,113.64,0.52,3.83,7.4,"Charlotte Pipe AW-00601-0420C 4"" x 4"" x 2"" Wye All Hub CPVC Chemical Drainage Fitting"
GROH-27.217000,Grohe,113.91,1.0,3.84,3.8,"Grohe 27217000 6"" Ceiling Shower Arm in GROHE CHROME"
MILW-49-10-9113,Milwaukee Tools,113.88,0.73,3.84,5.3,Milwaukee Tools 49-10-9113 9 Piece Universal Fit Oscillating Multi-Tool Blade Set
SIOU-863-335SQ,Sioux Chief,113.93,1.98,3.84,1.9,"Sioux Chief 863-335SQ 3"" Solvent Weld Square Above-Grade Floor Drain 5-7/8"" Top Stainle St"
TOTO-TSU03W.12R,Toto,114.56,0.63,3.86,6.1,"Toto TSU03W.12R 12"" Unifit Rough-In - for 934, 964 and 974 One-Piece Toilets"
TOTO-TSU08W.10,Toto,114.56,0.63,3.86,6.1,"TOTO® Unifit 10"" Rough-In Outlet Adapter Trapway for Select Toilets - TSU08W.10"
TOTO-TSU08W.12,Toto,114.56,0.63,3.86,6.1,"Toto TSU08W.12 12"" Unifit Rough-In - for Aquia IV"
TOTO-TSU08W.14,Toto,114.56,0.63,3.86,6.1,"Toto TSU08W.14 14"" Unifit Rough-In Kit"
MOEN-T2163EP,Moen,114.98,1.0,3.87,3.9,Moen T2163EP Boardwalk Chrome Posi-Temp(R) tub/shower
MPEX-3250007,MrPEX Systems,114.78,0.8,3.87,4.8,MrPEX Systems 3250007 1 1/4 Flat Gasket X G 1 1/4 Flat Gasket Union Elbow Kit
SLOA-3873003,Sloan,114.82,1.0,3.87,3.9,"Sloan 3873003 Wall-Mounted Lavatory (SS3003 WALL HUNG SINK W/BK SPL 4"" C'SET) White, vitre"
S&DF-G600-ST11-S,Pacific 75,115.23,0.5,3.88,7.8,"Pacific 75 L1836 6"" 1/32 Bend - 11.25° - Elbow (Street) - Gasketed, Sewer & Drain Fitting"
VEGA-97590,Viega,115.26,0.66,3.88,5.9,"Viega 97590 2"" PEX Sweat Adapter (Proflow Press x FTG Sweat) - PureFlow® Press (Brass)"
MILW-48-59-1211,Milwaukee Tools,115.31,3.19,3.89,1.2,Milwaukee Tools 48-59-1211 M12™ TOP-OFF™ Power Supply and Charger
PVCF-150-FA-SCH80,Charlotte Pipe,115.95,0.52,3.91,7.5,"Charlotte Pipe PVC-08101-1800 1-1/2"" PVC SCH80 Female Adapter - Socket x FPT"
JOMA-105-627G,Jomar,116.09,3.0,3.91,1.3,"Jomar 105-627G 1-1/2"" Press - Inline Check Valve, Press Expansion Connection, 200 WOG, Cla"
PASC-4819,Pasco,116.01,0.33,3.91,11.8,"Pasco 4819 1-1/2"" PIPE TAP"
HONE-V8043A1011/U,Resideo,116.04,2.25,3.91,1.7,Resideo V8043A1011/U 24 Vac 1/2 in Sweat N.C. Zone Valve
ZURN-P1203-FINISHTRIM,Zurn,116.44,0.52,3.92,7.5,"Zurn P1203-FINISHTRIM Z1203 Siphon Jet Cap Nuts, with Fiber Washers, Set of 4 (Bag #5)"
GERB-40-116BN,Gerber,116.64,3.0,3.93,1.3,Gerber G0040116BN Maxwell 1H Lavatory Faucet w/ 50/50 Pop-Up Drain 1.2gpm Brushed Nickel
MILW-48-73-6110,Milwaukee Tools,116.64,1.76,3.93,2.2,Milwaukee Tools 48-73-6110 PACKOUT™ Kneeling Pad
MISS-MR56-64-ARC-WD,Mission Rubber Company,116.61,2.15,3.93,1.8,"Mission Rubber MR56-64-ARC-WD 6"" Cast Iron/Plastic to 4"" Cast Iron/Plastic Shielded Rubber"
DURA-WD5008011090,Duravit,117.0,0.63,3.94,6.3,Duravit WD5008011090 DuraSystem Plastic Actuator Plate in White
GERB-DA505918BS,Gerber,117.0,0.52,3.94,7.6,"Gerber DA505918BS 1 1/4"" Metal Touch Down Drain Assembly Satin Black"
LEGE-105-458NL,Legend Valve,116.97,1.33,3.94,3.0,"Legend Valve 105-458NL 2"" - Press x Press, LegendPress No Lead Forged Brass In-Line Check "
MILW-0980-20,Milwaukee Tools,117.15,0.73,3.95,5.4,Milwaukee Tools 0980-20 M12™ AIR-TIP™ Utility Nozzle
MISS-P-600,Mission Rubber Company,117.31,2.15,3.95,1.8,"Mission Rubber P-600 6"" Cast Iron XH/Plastic/Steel to 6"" Cast Iron XH/Plastic/Steel Shield"
MLWV-1548T-100,Milwaukee Valve,117.8,1.33,3.97,3.0,"Milwaukee Valve 1548T-100 1"" - SWT x SWT - Bronze Check Valve - 250 WOG, Spring Check, Bro"
MLWV-548T-100,Milwaukee Valve,117.8,1.33,3.97,3.0,"Milwaukee Valve 548T-100 1"" - FIP x FIP - Bronze Check Valve - 250 WOG, Spring Check, Bron"
MISS-MR02-66-ARC-WD,Mission Rubber Company,117.68,2.15,3.97,1.8,"Mission Rubber MR02-66-ARC-WD 6"" Clay to 6"" Cast Iron/Plastic Shielded Adjustable Rubber R"
TRAC-FGP-UGF-1000,OMEGAFLEX,117.81,1.4,3.97,2.8,"Omegaflex FGP-UGF-1000 1"" TracPipe Underground Vented Male Adapter"
HONE-QVU8142A3231/U,Resideo,117.66,2.19,3.97,1.8,Resideo QVU8142A3231/U NO Rebuild Kit for 1/2 to 1 in VU52 Fan Coil Valve
STEW-HJ10-1K,Sterling Water Treatment,117.69,1.44,3.97,2.8,"Sterling Water Treatment HJ10-1K 1"" x 10"" High Flow Filter Housing with Wrench - Clear Sum"
HONE-QVU8143A3231/U,Resideo,118.25,2.19,3.99,1.8,Resideo QVU8143A3231/U NC Rebuild Kit for 1/2 to 1 in VU53 Fan Coil Valve
HONE-VCZMS6100/U,Resideo,118.29,2.19,3.99,1.8,Resideo VCZMS6100/U 3-way 1 in Sweat VC Valve Assembly 9 Cv and linear flow
GROH-42.400000,Grohe,118.8,2.0,4.0,2.0,Grohe 42400000 Mounting Set in GROHE CHROME
HONE-V110F1010/U,Resideo,118.8,0.61,4.0,6.6,Resideo V110F1010/U Horizontal Angle Pattern 3/4 in High Capacity Valve
VEGA-30600,Viega,119.01,3.58,4.01,1.1,"Viega 1/2"" x 1/2"", MegaPressG x MegaPressG, 125 PSI, Bronze, Locking Handle, Ball Valve 30"
VEGA-30630,Viega,119.01,3.58,4.01,1.1,"Viega 1/2"" x 1/2"", MegaPressG x MegaPressG, 125 PSI, Bronze, Locking Handle, Ball Valve 30"
VEGA-30660,Viega,119.01,3.58,4.01,1.1,"Viega 30660 1/2"" x 1/2"", MegaPressG x MegaPressG, 125 PSI, Bronze, Locking Handle, Ball Va"
WEBS-H-81413WHV,Webstone,118.88,0.88,4.01,4.6,"Webstone H-81413WHV 3/4"" Press Rotating Isolation Flange with Hose Drain for High Velocity"
WOOD-25P-8,"Woodford Manufacturing Company, LLC",119.2,3.0,4.02,1.3,"Woodford 25P-8 Model 25 - Freezeless Hydrants FIP / MIP, 1/2"" - 3/4"" Connection, Wall Dept"
MILW-48-00-5543,Milwaukee Tools,119.44,0.35,4.03,11.5,"Milwaukee Tools 48-00-5543 12"" 6 TPI WRECKER™ with Carbide Teeth SAWZALL® Blade for Multi-"
HONE-THM5421R1021/U,Resideo,119.53,2.19,4.03,1.8,Resideo THM5421R1021/U Prestige® 2-Wire IAQ Equipment Interface Module
SIOU-687-3WH,Sioux Chief,119.69,0.9,4.03,4.5,"Sioux Chief 687-3WH 3/4"" F1960 Water Heater Service Box"
WATC-901-LT-ABS-BB,Watco Mfg,120.02,1.45,4.04,2.8,"Watco 901-LT-ABS-BB 1-1/2"" ABS Lift Turn Bath Waste and Overflow Test Half Kit Champagne B"
GROH-47.995000,Grohe,120.6,0.52,4.06,7.8,Grohe 47995000 Pressure Balance Cartridge in GROHE CHROME
OATE-37360,Oatey,120.44,2.79,4.06,1.5,Oatey® 37360 MODA® 2-Valve + Standard Drain F1960 PEX (Brass) Fire-Rated Washing Machine S
CALE-553549A,Caleffi North America,120.84,3.5,4.07,1.2,"Caleffi North America 553549A AutoFill™ 1/2""Sweat Inlet X 1/2"" NPT outlet"
CRBN-200-90EL-G,Mueller Streamline,120.89,0.95,4.07,4.3,"Mueller Streamline CP02072G 2"" Carbon Steel Press Fittings - Gas - 90 Degree Elbow P x P"
HONE-Q3451U1000/U,Resideo,120.63,0.2,4.07,20.3,Resideo Multi-System Pilot Burner Q3451U1000/U
GEBE-151.550.21.1,Geberit,121.5,1.45,4.09,2.8,"Geberit 151.550.21.1 Polished Chrome, Molded Plastic, Trim Kit with Handle and Plunger for"
GROH-28.627000,Grohe,121.5,0.5,4.09,8.2,Wall Union in GROHE CHROME 28627000
SLOA-0335023,Sloan,121.45,3.0,4.09,1.4,Sloan 0335023 EAF23A SPLITTER CABLE FOR EAF SERIES FCT
CTRO-ISVKH02,Centrotherm,121.97,2.19,4.11,1.9,"Centrotherm 2"" Single Wall Vent Kit Horizontal"
MOEN-YB0501BL,Moen,122.15,0.63,4.12,6.5,Moen YB0501BL Colinet Traditional Toilet Tank Lever in Matte Black
HONE-DS06-100-DUT-LF/U,Resideo,122.15,0.5,4.12,8.2,Resideo DS06-100-DUT-LF/U 1/2 in DialSet Female NPT Double Union PRV
HONE-T100B1035,Resideo,122.18,0.61,4.12,6.7,Resideo T100B1035 Thermostat Radiator Actuator With Remote Sensor - 48-79F
SIOU-833-235DF,Sioux Chief,122.67,1.98,4.13,2.1,"Sioux Chief 833-235DF 3"" No-Hub FinishLine Rough-In Drain Body Only Cast Iron"
SIOU-833-24DF,Sioux Chief,122.67,1.98,4.13,2.1,"Sioux Chief 833-24DF 4"" No-Hub FinishLine Rough-In Drain Body Only Cast Iron"
DELT-75608,Delta,122.94,2.0,4.14,2.1,"Delta 75608 Dorval™ 8"" Towel Bar Chrome"
MOUN-MT300/CPB,Mountain Plumbing Products,122.85,0.89,4.14,4.7,"Mountain Plumbing Products MT300/CPB Classic - 3-1/2"" Deluxe Stemball Kitchen Sink Straine"
MPEX-4852020,MrPEX Systems,122.84,0.05,4.14,82.8,"MrPEX Systems 4852020 2"" PEX Sweat Adapter (Expansion(F1960) x Sweat) - Brass"
GVLF-407-050-E-316,Tyler Pipe Company,122.75,0.34,4.14,12.2,"Tyler Pipe 1/2"" Coupling - 316 Stainless Steel - Press"
WOOD-25P-10,"Woodford Manufacturing Company, LLC",122.73,1.51,4.14,2.7,"Woodford 25P-10 Model 25 - Freezeless Hydrants FIP / MIP, 1/2"" - 3/4"" Connection, Wall Dep"
CHEM-400.300-LTTY,Charlotte Pipe,123.38,0.52,4.16,8.0,"Charlotte Pipe AW-00502-0422C 4"" x 4"" x 3"" Combination Wye All Hub CPVC Chemical Drainage "
DIVE-CP-22LP,DiversiTech,123.3,1.0,4.16,4.2,"DiversiTech CP-22LP CP Series 120V Low Profile Condensate Pump, 22 ft Lift"
BRIZ-RP81627-BL,Brizo,123.73,1.0,4.17,4.2,Brizo RP81627BL Push Button Pop-Up Without Overflow Matte Black
PDWV-80022EL-P,Charlotte Pipe,123.65,0.81,4.17,5.1,"Charlotte Pipe PVC-00324-1600 8"" PVC DWV 22-1/2° Elbow - H x H"
GROH-13.407003,Grohe,123.78,0.6,4.17,7.0,Diverter Tub Spout in GROHE CHROME 13407003
PVCF-200-CAP-SCH80,Charlotte Pipe,124.35,0.52,4.19,8.1,"Charlotte Pipe PVC-08116-2000 2"" PVC SCH80 Cap - Socket"
MOEN-T2232EP,Moen,124.22,1.0,4.19,4.2,Moen T2232EP Eva Posi-Temp Rain Shower Single-Handle Shower Only Faucet Trim Kit in Chrome
MOEN-T2842EP,Moen,124.22,1.0,4.19,4.2,Moen T2842EP Glyde Posi-Temp Rain Shower 1-Handle Shower Only Faucet Trim Kit in Chrome (V
VEGA-79470,Viega,124.34,0.8,4.19,5.2,"Viega 79470 1-1/2"" x 1-1/2"" - (FTG (CTS)-FPT) - Fitting Female Adapter (FTG), ProPress®"
VEGA-79745,Viega,124.34,0.5,4.19,8.4,"Viega 79745 1-1/4"" x 1-1/4"" - (P-MPT) - Union, ProPress®"
MPEX-3700185,MrPEX Systems,124.62,0.8,4.2,5.2,MrPEX Systems 3700185 1 1/2 Female NPT - Pressure Test Fitting (100psi gauge Air Valve & B
CHEM-400-TET,Charlotte Pipe,124.88,0.52,4.21,8.1,"Charlotte Pipe AW-00444X-0040C 4"" Cleanout Tee Hub x Hub x FIP CPVC Chemical Drainage Fitt"
S&DF-G400-TWCO-S,Pacific 75,124.81,1.09,4.21,3.9,"Pacific 75 G1004 4"" 2-Way Cleanout - Gasketed, Sewer & Drain Fitting"
ROHL-R20,Rohl,124.8,0.9,4.21,4.7,Rohl Volume Control Rough-in Valve - NPT or Sweat Connection
MILW-48-00-8789,Milwaukee Tools,125.52,0.35,4.23,12.1,"Milwaukee Tools 48-00-8789 12"" 18 TPI TORCH™ SAWZALL® Blade for Medium Metal (25 Pack)"
MLWV-BA-485B-112,Milwaukee Valve,125.76,2.06,4.24,2.1,"Milwaukee Valve BA-485B-112 1-1/2"" - SWT x SWT - Brass, Full Port - Ball Valve - 600 WOG, "
MOUN-MT741/BRN,Mountain Plumbing Products,125.77,1.0,4.24,4.2,Mountain Plumbing Products MT741/BRN EZ-CLICK™ Soft Touch Round Lavatory Drain - with Over
MOUN-MT742/BRN,Mountain Plumbing Products,125.77,1.0,4.24,4.2,Mountain Plumbing Products MT742/BRN EZ-CLICK™ Soft Touch Round Lavatory Drain - without O
RHEE-SP20974,Rheem Manufacturing,125.69,0.4,4.24,10.6,"Rheem 240 V, 4500 W, Conversion Kit Assembly with (1) Electric Water Heater Conversion Kit"
SIOU-555-23BKT,Sioux Chief,125.9,0.05,4.24,84.9,"Sioux Chief 555-23BKT 1/2""-3/4"" Twin Talon Bkt with Nail 950"
VEGA-25375,Viega,125.85,2.18,4.24,1.9,"Viega 25375 1-1/2"" x 1-1/2"" x 1-1/4"" - (P-P-P) - Tee (Reducing), MegaPress®"
VEGA-79415,Viega,125.9,0.5,4.24,8.5,"Viega 79415 1-1/2"" x 1-1/2"" - (FTG (CTS)-MPT) - Male Adapter (FTG), ProPress®"
HONE-UMV500-LF/U,Resideo,126.16,1.8,4.25,2.4,Resideo UMV500-LF/U 3/8 in Universal Undersink Mixing Valve for 3 or 4 port LF
HONE-VR8215S1503/U,Resideo,126.05,2.3,4.25,1.8,"Resideo VR8215S1503/U Single Stage, 24 Vac, Standard Opening, Direct Ignition Gas Valve. 1"
SIOU-672WV0444,Sioux Chief,126.19,2.0,4.25,2.1,"Sioux Chief 672WV0444 1"" Male Sweat Manifold 12 Port 1/2"" Male Sweat"
TEKM-070,tekmar Control Systems,126.0,0.2,4.25,21.2,tekmar Control Systems Tekmar Outdoor Sensor - 070
LEGE-105-007NL,Legend Valve,126.48,1.33,4.26,3.2,"Legend Valve 105-007NL 1-1/2"" - Press x Press, LegendPress No Lead Forged Brass Swing Chec"
HONE-V4043A1010/U,Resideo,126.33,2.25,4.26,1.9,Resideo V4043A1010/U 120 Vac Sweat N.C. Zone Valve
HONE-V8043E1129/U,Resideo,126.5,2.25,4.26,1.9,Resideo V8043E1129/U 24 Vac 1/2 in Invert-Flare N.C. QuickFit Zone Valve with 18 in lead w
MOUN-BDWOF-DSROUGH,Mountain Plumbing Products,126.75,1.45,4.27,2.9,Mountain Plumbing Products BDWOF-DSROUGH Tub Docking Station - Freestanding Tub Drain Roug
HONE-V8043A1003/U,Resideo,126.57,2.25,4.27,1.9,Resideo V8043A1003/U 24 Vac 1/2 in Flare N.C. Zone Valve
DIVE-675-P521U,DiversiTech,126.9,0.81,4.28,5.3,DiversiTech 675-P521U 5/2 Programmable/Mon-Programmable Thermostat 2H/1C HP and Convention
HALS-98536C,Elkay,127.14,2.0,4.28,2.1,Elkay 98536C Kit - Push Button Assembly
HONE-V8043A5029/U,Resideo,127.09,2.25,4.28,1.9,Resideo V8043A5029/U 24 Vac 3/4 in Sweat N.C. QuickFit® Zone Valve
RHEE-SP20970,Rheem Manufacturing,126.98,0.4,4.28,10.7,"Rheem 208 V, 5000 W, Conversion Kit Assembly with (1) Electric Water Heater Conversion Kit"
MLWV-509T-12,Milwaukee Valve,127.38,1.33,4.29,3.2,"Milwaukee Valve 509T-12 1/2"" - FIP x FIP - Bronze Check Valve - 125 SWP - 200 WOG, Horizon"
MOEN-U231CI,Moen,127.41,0.9,4.29,4.8,Moen U231CI M-CORE 2 or 3 Function Transfer Valve with CC/IPS Connections
MOEN-U361CI,Moen,127.41,0.9,4.29,4.8,Moen U361CI M-CORE 3 or 6 Function Transfer Valve with CC/IPS Connections
MOEN-WMV130CIS,Moen,127.29,0.9,4.29,4.8,Moen WMV130CIS M-Pact Wallmount Tub Filler Rough-in Valve with 1/2 in. CC and Ips Connecti
WEBS-H-81405WHV,Webstone,127.35,0.88,4.29,4.9,"Webstone H-81405WHV 1-1/4"" Press Rotating Isolation Flange for High Velocity Pumps LF"
DIVE-WG840584,DiversiTech,127.62,2.19,4.3,2.0,"DiversiTech WG840584 Direct Drive Furnace Blower Motor, 1/4hp, 1075/3 RPM, 1.6FLA, 208-230"
MOUN-MT300/BRN,Mountain Plumbing Products,127.73,0.89,4.3,4.8,"Mountain Plumbing Products MT300/BRN Classic - 3-1/2"" Deluxe Stemball Kitchen Sink Straine"
MOUN-MT300/PN,Mountain Plumbing Products,127.73,0.89,4.3,4.8,"Mountain Plumbing Products MT300/PN Classic - 3-1/2"" Deluxe Stemball Kitchen Sink Strainer"
TOTO-YT920-WH,Toto,127.57,0.63,4.3,6.8,"TOTO® Dual Flush Rectangle Push Button Plate for Select DuoFit In-Wall Tank Unit, White Ma"
TOTO-YT930-WH,Toto,127.57,0.63,4.3,6.8,"TOTO® Dual Flush Round Push Button Plate for Select DuoFit In-Wall Tank Unit, White Matte "
MPEX-3610005,MrPEX Systems,127.89,0.8,4.31,5.4,MrPEX Systems 3610005 1 BSP - Pressure Test Kit for 1 1/4 Brass & Stainless Steel Manifold
DEAR-114A-1,Dearborn,128.06,1.04,4.32,4.1,Dearborn® 114A-1 1-1/2 in. x 16 in. Center Outlet Waste with Slip Joint - 20 Ga.
HONE-AM1-TAIL101-3UP-LF,Resideo,128.2,1.2,4.32,3.6,Resideo AM1-TAIL101-3UP-LF 3/4 in Low Lead AM1 Valve Tail Piece (3 Unions and Press Fittin
HONE-TH114-A-120S/U,Resideo,128.12,0.5,4.32,8.6,Resideo Line TH114-A-120S/U Volt Electric heating Manual Thermostat
VEGA-79935,Viega,128.16,3.58,4.32,1.2,"Viega 79935 1-1/4"" x 1-1/4"", ProPress x ProPress, 250 PSI CWP, Lead-Free, Bronze Body, EPD"
DIAB-DS0609CGP10,Diablo,128.5,0.35,4.33,12.4,"Diablo DS0609CGP10 6"" 6/9TPI Demo Demon™ Carbide Teeth Reciprocating Saw Blades for Genera"
GROH-35.064001,Grohe,128.34,0.9,4.33,4.8,"Grohe 35064001 - Universal, Pressure Balancing, Rough-In, Check Valve 1/2"" PEX"
IBCT-P-833B,IBC,128.53,2.19,4.33,2.0,IBC CONDENSATE TRAP KIT - SFT 199
LEGE-105-506NL,Legend Valve,128.4,2.76,4.33,1.6,"Legend Valve 105-506NL 1-1/4"" - FIP x FIP; Includes 20-Mesh Stainless Steel Screen, No Lea"
LEGE-105-516NL,Legend Valve,128.4,2.76,4.33,1.6,"Legend Valve 105-516NL 1-1/4"" - Sweat x Sweat; Includes 20-Mesh Stainless Steel Screen, No"
MILW-2128-21,Milwaukee Tools,128.58,1.3,4.33,3.3,Milwaukee Tools 2128-21 REDLITHIUM™ USB Stick Light W/ Magnet
HONE-Q3450C1185/U,Resideo,128.35,0.2,4.33,21.6,"Resideo Pilot Burner, used for Natural Gas includes a BCR-18 Orifice, Left Single Tip Styl"
HONE-Q3450C2092/U,Resideo,128.35,0.2,4.33,21.6,"Resideo Pilot Burner, used for Natural Gas includes a BCR-18 Orifice, Front Single Tip Sty"
HONE-Q3450E3020/U,Resideo,128.35,0.2,4.33,21.6,"Resideo Pilot Burner, used for Natural Gas includes a BCR-22 Orifice, Right Single Tip Sty"
BRIZ-HL6632-PC,Brizo,128.87,0.52,4.34,8.4,Brizo HL6632-PC Litze® Sensori® Thermostatic Valve Trim Lever Handle Kit Chrome
