Handle,Command,Title,Body HTML,Vendor,Type,Tags,Status,Published,SEO Description,Variant Command,Variant SKU,Variant Price,Variant Barcode,Variant Weight,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Policy,Variant Requires Shipping,Variant Taxable,Variant Country of Origin
resideo-taz-4h-u-add-a-zone-panel-adds-4-zones,NEW,"Resideo TAZ-4H/U Add-A-Zone Panel, Adds 4 Zones",<p>Add-a-zone panel that adds 4 zones.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TAZ-4H/U</li><li><strong>Zones Added:</strong> 4</li><li><strong>UPC:</strong> 194159007543</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Forced Air Zone Panels</li></ul>,Resideo,Forced Air Zone Panels,"Resideo, Forced Air Zone Panels, map-import-2609, revisar-cadastro",Draft,FALSE,Add-a-zone panel that adds 4 zones.,MERGE,HONE-TAZ-4H/U,295.34,194159007543,2.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-tb6575a1000-u-suitepro-digital-fan-coil-thermostat-2-or-4-pipe-3-speed-fan-120-240-vac,NEW,"Resideo TB6575A1000/U SuitePRO Digital Fan Coil Thermostat, 2 or 4 Pipe, 3-Speed Fan, 120/240 VAC","<p>SuitePRO digital thermostat for 2- or 4-pipe fan coils with manual/auto heat-cool changeover, 3-speed fan control and a 50–90°F setting range.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TB6575A1000/U</li><li><strong>Application:</strong> 2 or 4 pipe fan coil</li><li><strong>Changeover:</strong> Manual/auto heat-cool</li><li><strong>Fan Speeds:</strong> 3</li><li><strong>Voltage:</strong> 120/240 VAC</li><li><strong>Setting Range:</strong> 50–90°F</li><li><strong>Color:</strong> Premier White</li><li><strong>UPC:</strong> 085267314466</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Non-Programmable Thermostats</li></ul>",Resideo,Non-Programmable Thermostats,"Resideo, Non-Programmable Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,"SuitePRO digital thermostat for 2- or 4-pipe fan coils with manual/auto heat-cool changeover, 3-speed fan control and a 50–90°F setting range.",MERGE,HONE-TB6575A1000/U,193.71,085267314466,0.9,lb,shopify,deny,TRUE,TRUE,MX
resideo-tb7100a1000-u-multipro-multi-application-thermostat-7-day-programmable-or-non-programmable,NEW,"Resideo TB7100A1000/U MultiPRO Multi-Application Thermostat, 7-Day Programmable or Non-Programmable","<p>MultiPRO multispeed, multi-application thermostat, 7-day programmable or non-programmable, for 1H/1C conventional, up to 2H/1C heat pump, and 4-pipe fan coil systems.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TB7100A1000/U</li><li><strong>Series:</strong> MultiPRO</li><li><strong>Programming:</strong> 7-day programmable or non-programmable</li><li><strong>Conventional:</strong> 1 heat/1 cool</li><li><strong>Heat Pump:</strong> Up to 2 heat/1 cool</li><li><strong>Fan Coil:</strong> 4-pipe, 3 fan speeds</li><li><strong>UPC:</strong> 085267676724</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Programmable Thermostats</li></ul>",Resideo,Programmable Thermostats,"Resideo, Programmable Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,"MultiPRO multispeed, multi-application thermostat, 7-day programmable or non-programmable, for 1H/1C conventional, up to 2H/1C heat pump, and 4-pipe fan coil systems.",MERGE,HONE-TB7100A1000/U,164.59,085267676724,0.9,lb,shopify,deny,TRUE,TRUE,MX
resideo-td-165-u-tridicator-long-probe,NEW,"Resideo TD-165/U Tridicator, Long Probe",<p>Tridicator with long probe.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TD-165/U</li><li><strong>Probe:</strong> Long</li><li><strong>UPC:</strong> 085267829366</li><li><strong>Country of Origin:</strong> US</li><li><strong>Category:</strong> Temperature &amp; Pressure Gauges</li></ul>,Resideo,Temperature & Pressure Gauges,"Resideo, Temperature & Pressure Gauges, map-import-2609, revisar-cadastro",Draft,FALSE,Tridicator with long probe.,MERGE,HONE-TD-165/U,29.93,085267829366,0.5,lb,shopify,deny,TRUE,TRUE,US
resideo-tg200-ut-u-thermometer-2-in-dial-1-2-in-threaded-well,NEW,"Resideo TG200-UT/U Thermometer, 2 in Dial, 1/2 in Threaded Well",<p>Thermometer with 2 in dial and 1/2 in threaded well.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TG200-UT/U</li><li><strong>Dial Size:</strong> 2 in</li><li><strong>Well:</strong> 1/2 in threaded</li><li><strong>UPC:</strong> 085267640497</li><li><strong>Country of Origin:</strong> IT</li><li><strong>Category:</strong> Temperature &amp; Pressure Gauges</li></ul>,Resideo,Temperature & Pressure Gauges,"Resideo, Temperature & Pressure Gauges, map-import-2609",Draft,FALSE,Thermometer with 2 in dial and 1/2 in threaded well.,MERGE,HONE-TG200-UT/U,17.63,085267640497,0.3,lb,shopify,deny,TRUE,TRUE,IT
resideo-tg250-ut-u-thermometer-2-5-in-dial-1-2-in-threaded-well,NEW,"Resideo TG250-UT/U Thermometer, 2.5 in Dial, 1/2 in Threaded Well",<p>Thermometer with 2.5 in dial and 1/2 in threaded well.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TG250-UT/U</li><li><strong>Dial Size:</strong> 2.5 in</li><li><strong>Well:</strong> 1/2 in threaded</li><li><strong>UPC:</strong> 085267653701</li><li><strong>Country of Origin:</strong> IT</li><li><strong>Category:</strong> Temperature &amp; Pressure Gauges</li></ul>,Resideo,Temperature & Pressure Gauges,"Resideo, Temperature & Pressure Gauges, map-import-2609",Draft,FALSE,Thermometer with 2.5 in dial and 1/2 in threaded well.,MERGE,HONE-TG250-UT/U,19.23,085267653701,0.3,lb,shopify,deny,TRUE,TRUE,IT
resideo-tg510a1001-u-small-clear-universal-thermostat-guard,NEW,Resideo TG510A1001/U Small Clear Universal Thermostat Guard,<p>Small clear universal thermostat guard.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TG510A1001/U</li><li><strong>Size:</strong> Small</li><li><strong>Color:</strong> Clear</li><li><strong>UPC:</strong> 194159011182</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Thermostat Accessories</li></ul>,Resideo,Thermostat Accessories,"Resideo, Thermostat Accessories, map-import-2609",Draft,FALSE,Small clear universal thermostat guard.,MERGE,HONE-TG510A1001/U,36.24,194159011182,0.8,lb,shopify,deny,TRUE,TRUE,CN
resideo-tg512a1009-u-large-clear-universal-thermostat-guard,NEW,Resideo TG512A1009/U Large Clear Universal Thermostat Guard,<p>Large clear universal thermostat guard.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TG512A1009/U</li><li><strong>Size:</strong> Large</li><li><strong>Color:</strong> Clear</li><li><strong>UPC:</strong> 085267000635</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Thermostat Accessories</li></ul>,Resideo,Thermostat Accessories,"Resideo, Thermostat Accessories, map-import-2609",Draft,FALSE,Large clear universal thermostat guard.,MERGE,HONE-TG512A1009/U,39.05,085267000635,1.5,lb,shopify,deny,TRUE,TRUE,CN
resideo-th106-u-electric-heat-7-day-programmable-thermostat-triac-120-240-v-16-7-a,NEW,"Resideo TH106/U Electric Heat 7-Day Programmable Thermostat, Triac, 120/240 V, 16.7 A","<p>Electric heat triac 7-day programmable thermostat rated 16.7 A at 120/240 V, single pole.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH106/U</li><li><strong>Programming:</strong> 7-day</li><li><strong>Switching:</strong> Triac</li><li><strong>Current:</strong> 16.7 A</li><li><strong>Voltage:</strong> 120/240 V</li><li><strong>Poles:</strong> Single pole</li><li><strong>Application:</strong> Electric heat</li><li><strong>UPC:</strong> 775264310607</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Line Voltage Thermostats</li></ul>",Resideo,Line Voltage Thermostats,"Resideo, Line Voltage Thermostats, map-import-2609",Draft,FALSE,"Electric heat triac 7-day programmable thermostat rated 16.7 A at 120/240 V, single pole.",MERGE,HONE-TH106/U,103.27,775264310607,0.1,lb,shopify,deny,TRUE,TRUE,CN
resideo-th109proplus-u-non-programmable-line-voltage-thermostat-3000-w,NEW,"Resideo TH109PROPLUS/U Non-Programmable Line Voltage Thermostat, 3000 W",<p>Non-programmable line voltage thermostat rated 3000 W.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH109PROPLUS/U</li><li><strong>Programming:</strong> Non-programmable</li><li><strong>Load:</strong> 3000 W</li><li><strong>UPC:</strong> 194159005914</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Line Voltage Thermostats</li></ul>,Resideo,Line Voltage Thermostats,"Resideo, Line Voltage Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,Non-programmable line voltage thermostat rated 3000 W.,MERGE,HONE-TH109PROPLUS/U,61.61,194159005914,0.8,lb,shopify,deny,TRUE,TRUE,CN
resideo-th1110u4000-u-focuspro-100-non-programmable-thermostat-1-heat-1-cool,NEW,"Resideo TH1110U4000/U FocusPRO 100 Non-Programmable Thermostat, 1 Heat/1 Cool",<p>FocusPRO 100 non-programmable thermostat for 1 heat/1 cool systems.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH1110U4000/U</li><li><strong>Series:</strong> FocusPRO 100</li><li><strong>Programming:</strong> Non-Programmable</li><li><strong>Stages:</strong> 1 heat/1 cool</li><li><strong>UPC:</strong> 194159017412</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Non-Programmable Thermostats</li></ul>,Resideo,Non-Programmable Thermostats,"Resideo, Non-Programmable Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,FocusPRO 100 non-programmable thermostat for 1 heat/1 cool systems.,MERGE,HONE-TH1110U4000/U,30.44,194159017412,0.71,lb,shopify,deny,TRUE,TRUE,MX
resideo-th114-a-024t-15s-u-low-voltage-non-programmable-thermostat-24-v-0-5-a-15-second-cycles,NEW,"Resideo TH114-A-024T-15S/U Low Voltage Non-Programmable Thermostat, 24 V, 0.5 A, 15-Second Cycles","<p>TH114 thermostat rated 0.5 A at 24 V with R, C, W terminals and 15-second cycles.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH114-A-024T-15S/U</li><li><strong>Current:</strong> 0.5 A</li><li><strong>Voltage:</strong> 24 V</li><li><strong>Terminals:</strong> R, C, W</li><li><strong>Cycles:</strong> 15 sec</li><li><strong>UPC:</strong> 775264924927</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Non-Programmable Thermostats</li></ul>",Resideo,Non-Programmable Thermostats,"Resideo, Non-Programmable Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,"TH114 thermostat rated 0.5 A at 24 V with R, C, W terminals and 15-second cycles.",MERGE,HONE-TH114-A-024T-15S/U,113.27,775264924927,0.4,lb,shopify,deny,TRUE,TRUE,CN
resideo-th114-a-024t-u-low-voltage-non-programmable-thermostat-24-v-0-5-a-backlit,NEW,"Resideo TH114-A-024T/U Low Voltage Non-Programmable Thermostat, 24 V, 0.5 A, Backlit","<p>Low voltage non-programmable thermostat rated 0.5 A at 24 V with R, C, W terminals, 15-minute cycles, and a backlit screen.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH114-A-024T/U</li><li><strong>Current:</strong> 0.5 A</li><li><strong>Voltage:</strong> 24 V</li><li><strong>Terminals:</strong> R, C, W</li><li><strong>Cycles:</strong> 15 min</li><li><strong>Display:</strong> Backlit</li><li><strong>UPC:</strong> 775264924545</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Non-Programmable Thermostats</li></ul>",Resideo,Non-Programmable Thermostats,"Resideo, Non-Programmable Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,"Low voltage non-programmable thermostat rated 0.5 A at 24 V with R, C, W terminals, 15-minute cycles, and a backlit screen.",MERGE,HONE-TH114-A-024T/U,130.99,775264924545,0.4,lb,shopify,deny,TRUE,TRUE,CN
resideo-th114-a-240s-b-u-electric-heat-non-programmable-thermostat-240-v-16-7-a-single-pole,NEW,"Resideo TH114-A-240S-B/U Electric Heat Non-Programmable Thermostat, 240 V, 16.7 A, Single Pole","<p>Non-programmable thermostat for electric heat rated 16.7 A at 240 V, single pole, with a backlit screen.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH114-A-240S-B/U</li><li><strong>Current:</strong> 16.7 A</li><li><strong>Voltage:</strong> 240 V</li><li><strong>Poles:</strong> Single pole</li><li><strong>Display:</strong> Backlit</li><li><strong>Application:</strong> Electric heat</li><li><strong>UPC:</strong> 775264924798</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Line Voltage Thermostats</li></ul>",Resideo,Line Voltage Thermostats,"Resideo, Line Voltage Thermostats, map-import-2609",Draft,FALSE,"Non-programmable thermostat for electric heat rated 16.7 A at 240 V, single pole, with a backlit screen.",MERGE,HONE-TH114-A-240S-B/U,113.03,775264924798,0.8,lb,shopify,deny,TRUE,TRUE,CN
resideo-th114-af-024t-u-low-voltage-non-programmable-thermostat-with-floor-sensor-24-v-0-5-a,NEW,"Resideo TH114-AF-024T/U Low Voltage Non-Programmable Thermostat with Floor Sensor, 24 V, 0.5 A","<p>Low voltage non-programmable thermostat with floor temperature sensor for ambient or floor control, rated 0.5 A at 24 V, R, C, W terminals, 15-minute cycles, backlit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH114-AF-024T/U</li><li><strong>Current:</strong> 0.5 A</li><li><strong>Voltage:</strong> 24 V</li><li><strong>Terminals:</strong> R, C, W</li><li><strong>Cycles:</strong> 15 min</li><li><strong>Sensor:</strong> Floor temperature sensor</li><li><strong>Control Mode:</strong> Ambient or floor</li><li><strong>Display:</strong> Backlit</li><li><strong>UPC:</strong> 775264925061</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Non-Programmable Thermostats</li></ul>",Resideo,Non-Programmable Thermostats,"Resideo, Non-Programmable Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,"Low voltage non-programmable thermostat with floor temperature sensor for ambient or floor control, rated 0.5 A at 24 V, R, C, W terminals, 15-minute cycles, backlit.",MERGE,HONE-TH114-AF-024T/U,159.47,775264925061,0.5,lb,shopify,deny,TRUE,TRUE,CN
resideo-th114-af-ga-u-non-programmable-line-voltage-floor-heating-thermostat-120-240-v-15-a-5-ma-gfci,NEW,"Resideo TH114-AF-GA/U Non-Programmable Line Voltage Floor Heating Thermostat, 120/240 V, 15 A, 5 mA GFCI","<p>Non-programmable line voltage thermostat for floor heating rated 15 A at 120/240 V, with 5 mA GFCI and a backlit screen.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH114-AF-GA/U</li><li><strong>Current:</strong> 15 A</li><li><strong>Voltage:</strong> 120/240 V</li><li><strong>GFCI:</strong> 5 mA</li><li><strong>Display:</strong> Backlit</li><li><strong>Application:</strong> Floor heating</li><li><strong>UPC:</strong> 775264114281</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Line Voltage Thermostats</li></ul>",Resideo,Line Voltage Thermostats,"Resideo, Line Voltage Thermostats, map-import-2609",Draft,FALSE,"Non-programmable line voltage thermostat for floor heating rated 15 A at 120/240 V, with 5 mA GFCI and a backlit screen.",MERGE,HONE-TH114-AF-GA/U,294.63,775264114281,0.9,lb,shopify,deny,TRUE,TRUE,CN
resideo-th115-a-024t-15s-u-low-voltage-7-day-programmable-thermostat-24-v-0-5-a-15-second-cycles,NEW,"Resideo TH115-A-024T-15S/U Low Voltage 7-Day Programmable Thermostat, 24 V, 0.5 A, 15-Second Cycles","<p>Low voltage 7-day programmable thermostat rated 0.5 A at 24 V with R, C, W terminals, 15-second cycles, and a backlit screen.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH115-A-024T-15S/U</li><li><strong>Programming:</strong> 7-day</li><li><strong>Current:</strong> 0.5 A</li><li><strong>Voltage:</strong> 24 V</li><li><strong>Terminals:</strong> R, C, W</li><li><strong>Cycles:</strong> 15 sec</li><li><strong>Display:</strong> Backlit</li><li><strong>UPC:</strong> 775264115103</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Programmable Thermostats</li></ul>",Resideo,Programmable Thermostats,"Resideo, Programmable Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,"Low voltage 7-day programmable thermostat rated 0.5 A at 24 V with R, C, W terminals, 15-second cycles, and a backlit screen.",MERGE,HONE-TH115-A-024T-15S/U,141.33,775264115103,0.5,lb,shopify,deny,TRUE,TRUE,CN
resideo-th115-a-024t-u-low-voltage-7-day-programmable-thermostat-24-v-0-5-a-15-minute-cycles,NEW,"Resideo TH115-A-024T/U Low Voltage 7-Day Programmable Thermostat, 24 V, 0.5 A, 15-Minute Cycles","<p>Low voltage 7-day programmable thermostat rated 0.5 A at 24 V with R, C, W terminals, 15-minute cycles, and a backlit screen.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> TH115-A-024T/U</li><li><strong>Programming:</strong> 7-day</li><li><strong>Current:</strong> 0.5 A</li><li><strong>Voltage:</strong> 24 V</li><li><strong>Terminals:</strong> R, C, W</li><li><strong>Cycles:</strong> 15 min</li><li><strong>Display:</strong> Backlit</li><li><strong>UPC:</strong> 775264115080</li><li><strong>Country of Origin:</strong> CN</li><li><strong>Category:</strong> Programmable Thermostats</li></ul>",Resideo,Programmable Thermostats,"Resideo, Programmable Thermostats, map-import-2609, revisar-cadastro",Draft,FALSE,"Low voltage 7-day programmable thermostat rated 0.5 A at 24 V with R, C, W terminals, 15-minute cycles, and a backlit screen.",MERGE,HONE-TH115-A-024T/U,145.09,775264115080,0.5,lb,shopify,deny,TRUE,TRUE,CN
