sku,titulo,perfil,preco_usd,peso_real_lb,volume_pol3,peso_dimensional_lb,lb_extra_faturado,razao_dim_real,acao
MILW-48-59-1810,Milwaukee Tools 48-59-1810 M18™ / M12™ Vehicle Charger,General,281.95,2.1,472.0,3.4,1.3,1.6,mover p/ Freight ou Standard
DXVF-5020A15G.415,DXV 5020A15G.415 Traditional Elongated Closed Front Toilet Seat in CANVAS WHITE,General,217.2,5.0,876.0,6.3,1.3,1.3,mover p/ Freight ou Standard
ROHL-R1062BO,"Rohl R1062BO 4-Port, 3-Way Dedicated Diverter Rough-In Valve - NPT or Sweat Connection",General,0.0,3.0,597.0,4.29,1.29,1.4,mover p/ Freight ou Standard
GEBE-151.510.00.1,"Geberit 151.510.00.1 1-1/2"" x 17 to 24"", 33"" Cable, 2"" Drain, Schedule 40, ABS, Turn Control, Cable Operated, Bath Waste and Overflow Rough-In Kit",General,165.0,1.45,380,2.73,1.28,1.9,mover p/ Freight ou Standard
GEBE-151.505.00.1,"Geberit 151.505.00.1 1-1/2"" x 17 to 24"", 27"" Cable, 2"" Drain, Schedule 40, ABS, Turn Control, Cable Operated, Bath Waste and Overflow",General,151.5,1.45,380,2.73,1.28,1.9,mover p/ Freight ou Standard
GEBE-151.506.00.1,"Geberit 151.506.00.1 1-1/2"" x 17 to 24"", 27"" L Cable, 2"" Drain, Schedule 40, PVC, Turn Control, Cable Operated, Bath Waste and Overflow",General,153.0,1.45,380,2.73,1.28,1.9,mover p/ Freight ou Standard
RECT-97003,"RectorSeal Clean Check 97003 Extendable Backwater Valve, Installs Descretely, Plumbing, 3""",General,206.16,6.0,1012.0,7.28,1.28,1.2,mover p/ Freight ou Standard
GEBE-151.501.00.1,"Geberit 151.501.00.1 1-1/2"", Tubular Polypropylene, Bath Waste and Trap System Rough-In Kit",General,142.5,1.45,380,2.73,1.28,1.9,mover p/ Freight ou Standard
SIOU-972-100,Sioux Chief 972-100 Tub Spout Seal and Escutcheon,General,12.95,0.13,194.0,1.4,1.27,10.7,mover p/ Freight ou Standard
GERB-SE-21-162,Gerber GSE21162 Maxwell SE 1.1-1.6/1.28/1.6gpf Elongated Bowl White,Standard,121.88,42.4,6069.0,43.66,1.26,1.0,revisar cotacao
SIOU-685-P4,"Sioux Chief 685-P4 1"" PVC x 1"" Pro Press Adapter",Standard,15.79,0.8,285.0,2.05,1.25,2.6,revisar cotacao
DIAB-DHS4625CT,"Diablo DHS4625CT 4-5/8"" Carbide Teeth Hole Saw for Wood and Metal",General,90.34,0.24,205.0,1.48,1.24,6.2,mover p/ Freight ou Standard
DIAB-DHS4500CT,"Diablo DHS4500CT 4-1/2"" Carbide Teeth Hole Saw for Wood and Metal",General,87.47,0.24,205.0,1.48,1.24,6.2,mover p/ Freight ou Standard
MILW-48-22-8431,Milwaukee Tools 48-22-8431 PACKOUT™ Low-Profile Organizer,Standard,80.78,4.63,816.0,5.87,1.24,1.3,revisar cotacao
DELT-51549-BL,Delta 51549-BL Universal ActivTouch HS with Slide Bar 9S Matte Black,General,728.19,2.0,450.0,3.24,1.24,1.6,mover p/ Freight ou Standard
SIOU-845-2PPK,"Sioux Chief 845-2PPK 2"" Inside Pipe Bird Screen White",Standard,2.08,0.07,177.0,1.27,1.2,18.2,revisar cotacao
AMST-5901.100.020,American Standard 5901100.020 Commercial Heavy Duty Open Front Elongated Toilet Seat White,Standard,38.28,3.7,681.0,4.9,1.2,1.3,revisar cotacao
DELT-T17467-BL,Delta T17467-BL Ara® Monitor® 17 Series H2OKinetic® Tub & Shower Trim Matte Black,General,641.7,1.0,304.0,2.19,1.19,2.2,mover p/ Freight ou Standard
DELT-T13291-LHD,Delta T13291-LHD Commercial HDF® Monitor R 13 Series Shower Trim Chrome,General,105.23,1.0,303.0,2.18,1.18,2.2,mover p/ Freight ou Standard
SIOU-521-126,"Sioux Chief 521-126 1-1/4"" x 26"" 11 1/2"" Holes on 2"" Centers",Standard,8.89,0.48,228.0,1.64,1.16,3.4,revisar cotacao
GROH-35.064001,"Grohe 35064001 - Universal, Pressure Balancing, Rough-In, Check Valve 1/2"" PEX",General,128.34,0.9,286.0,2.06,1.16,2.3,mover p/ Freight ou Standard
MISS-MR06-66-ARC,"Mission Rubber MR06-66-ARC 6"" Concrete to 6"" Cast Iron/Plastic Shielded Adjustable Rubber Repair Coupling 1406446",General,137.55,2.15,459.0,3.3,1.15,1.5,mover p/ Freight ou Standard
MISS-MR06-66-ARC-WD,"Mission Rubber MR06-66-ARC-WD 6"" Concrete to 6"" Clay/Plastic Shielded Adjustable Rubber Repair Coupling 1406487",General,137.55,2.15,459.0,3.3,1.15,1.5,mover p/ Freight ou Standard
VEGA-28690,"Viega 28690 3"" x 3"" x 1-1/2"" - (P-P-P) - Tee (Reducing), MegaPress®G",General,636.42,0.95,292.0,2.1,1.15,2.2,mover p/ Freight ou Standard
DIAB-DHS4625CTR,"Diablo DHS4625CTR 4-5/8"" Demo Demon™ Carbide Teeth Rough-In Hole Saw",General,109.89,0.73,260.0,1.87,1.14,2.6,mover p/ Freight ou Standard
CTRO-ISVL022,"Centrotherm 2"" x 24"" - PolyPro Single Wall Vent Pipe",Standard,18.0,0.45,219.0,1.58,1.13,3.5,revisar cotacao
BEMI-1955SSCT-000,"Bemis 1955SSCT-000 STA-TITE® 14-1/2"" x 18-9/16"" Elongated Open Front Toilet Seat, Self-Sustaining Check Hinge, White Plastic, Heavy Duty",Standard,42.81,4.33,759.0,5.46,1.13,1.3,revisar cotacao
GROH-26.569A00,"Grohe 26569A00 310 Mono Shower Head, 12"" - 1 Spray, 1.75 gpm in GROHE HARD GRAPHITE",General,669.76,5.0,852.0,6.13,1.13,1.2,mover p/ Freight ou Standard
TOTO-SS204-01,"TOTO® Oval SoftClose® Non Slamming, Slow Close Elongated Toilet Seat and Lid, Cotton White - SS204#01",Standard,136.5,6.0,990.0,7.12,1.12,1.2,revisar cotacao
MISS-MR06-64-ARC,"Mission Rubber MR06-64-ARC 6"" Concrete to 4"" Cast Iron/Plastic Shielded Adjustable Rubber Repair Coupling 1406461",General,261.84,2.15,453.0,3.26,1.11,1.5,mover p/ Freight ou Standard
SIOU-600-312PK,"Sioux Chief 600-312PK 3/4"" NOM X 12 SWEAT COUPLING",Standard,13.44,0.48,221.0,1.59,1.11,3.3,revisar cotacao
MILW-48-22-8315,"Milwaukee Tools 48-22-8315 15"" PACKOUT™ Tote",General,194.79,11.0,1683.0,12.11,1.11,1.1,mover p/ Freight ou Standard
SIOU-688-C1B,"Sioux Chief 688-C1B 3/8"" OD Compression Nylon Cap",Standard,7.39,0.48,221.0,1.59,1.11,3.3,revisar cotacao
MOEN-5995SRS,Moen 5995SRS Arbor Single-Handle Pull-Down Sprayer Bar Faucet with Reflex and Power Clean in Spot Resist Stainless,General,441.86,6.53,1061.0,7.63,1.1,1.2,mover p/ Freight ou Standard
SIOU-886-MRM,Sioux Chief 886-MRM Galvanized Two-Piece Closet Flange Repair Ring Kit,Standard,25.96,3.0,570.0,4.1,1.1,1.4,revisar cotacao
VEGA-28665,"Viega 28665 3""x3""x3"" - (P-P-P) - Tee (Reducing), MegaPress®G",General,566.46,0.95,282.0,2.03,1.08,2.1,mover p/ Freight ou Standard
BRAS-CT2-664XP,"BrassCraft CT2-664X P 3/8"" x 3/8"" x 1/4"" Tee - Comp, Rough Brass",General,11.69,0.2,178.0,1.28,1.08,6.4,mover p/ Freight ou Standard
VEGA-28695,"Viega 28695 3"" x 3"" x 1-1/4"" - (P-P-P) - Tee (Reducing), MegaPress®G",General,614.16,0.95,282.0,2.03,1.08,2.1,mover p/ Freight ou Standard
VEGA-15312,"Viega 15312 2-1/2"" L, Plastic, Staple for 2891.1US Stapler (300 per Box)",General,102.0,0.05,156.0,1.12,1.07,22.4,mover p/ Freight ou Standard
SIOU-645XC4,"Sioux Chief 645XC4 1"" PEX F1807 to CPVC Adapter",General,18.39,0.3,190.0,1.37,1.07,4.6,mover p/ Freight ou Standard
MOEN-UT2663NH,Moen UT2663NH Vichy M-CORE 2-Series 1-Handle Tub and Shower Trim Kit in Chrome (Valve Sold Separately),General,179.98,1.0,286.0,2.06,1.06,2.1,mover p/ Freight ou Standard
MOEN-UT3291BN,Moen UT3291BN Align M-CORE 3-Series 1-Handle Valve Trim Kit in Brushed Nickel (Valve Sold Separately),General,590.53,1.0,286.0,2.06,1.06,2.1,mover p/ Freight ou Standard
MOEN-T2472NH,Moen T2472NH Genta LX Single-Handle Shower Only Faucet Trim Kit in Chrome (Shower Head and Valve Not Included),General,59.01,1.0,285.0,2.05,1.05,2.1,mover p/ Freight ou Standard
MOEN-52224GBM15,Moen 52224GBM15 Commercial 1.5 GPM 1-Spray Slide Bar with Handheld Shower and Metal Hose in Chrome/Stainless,General,289.38,4.97,837.0,6.02,1.05,1.2,mover p/ Freight ou Standard
HGRO-04266820,"hansgrohe 04266820 Raindance S Wallbar Set 120 3-Jet 24"", 2.5 GPM in Brushed Nickel",General,839.7,3.48,629.0,4.53,1.05,1.3,mover p/ Freight ou Standard
HGRO-72846801,"hansgrohe 72846801 Talis N HighArc Kitchen Faucet, A-Style 2-Spray Pull-Down, 1.75 GPM in Stainless Steel Optic",General,892.8,5.0,840.0,6.04,1.04,1.2,mover p/ Freight ou Standard
HGRO-72800801,"hansgrohe 72800801 Talis N HighArc Kitchen Faucet, O-Style 2-Spray Pull-Down, 1.75 GPM in Stainless Steel Optic",General,981.9,5.0,840.0,6.04,1.04,1.2,mover p/ Freight ou Standard
HGRO-72800001,"hansgrohe 72800001 Talis N HighArc Kitchen Faucet, O-Style 2-Spray Pull-Down, 1.75 GPM in Chrome",General,744.3,5.0,840.0,6.04,1.04,1.2,mover p/ Freight ou Standard
IPSC-86985,"IPS 86985 22″ ID x 24″ OD Pan, Plastic Water Heater Pan, 1″ x 1-1/2″ PVC Drain Connection",Standard,9.46,1.5,353.0,2.54,1.04,1.7,revisar cotacao
HGRO-04070920,"hansgrohe 04070920 Croma 100 Classic Showerhead 3-Jet, 2.5 GPM in Rubbed Bronze",General,172.8,1.1,298.0,2.14,1.04,1.9,mover p/ Freight ou Standard
HGRO-72800671,"hansgrohe 72800671 Talis N HighArc Kitchen Faucet, O-Style 2-Spray Pull-Down, 1.75 GPM in Matte Black",General,981.9,5.0,840.0,6.04,1.04,1.2,mover p/ Freight ou Standard
HGRO-72800251,"hansgrohe 72800251 Talis N HighArc Kitchen Faucet, O-Style, 2-Spray Pull-Down, 1.75 GPM in Brushed Gold Optic",General,981.9,5.0,840.0,6.04,1.04,1.2,mover p/ Freight ou Standard
CTRO-ISVL031,"Centrotherm 3"" x 12"" - PolyPro Single Wall Vent Pipe",Standard,15.72,0.45,204.0,1.47,1.02,3.3,revisar cotacao
TOTO-C243EF-01,"TOTO® Entrada™ Universal Height Round Toilet Bowl, Cotton White - C243EF#01",Standard,151.32,42.1,5992.0,43.11,1.01,1.0,revisar cotacao
MOEN-T2662EP,Moen T2662EP Vichy Single-Handle Eco-Performance Posi-Temp Shower Only Faucet Trim Kit in Chrome (Valve Sold Separately),General,64.8,1.0,280.0,2.01,1.01,2.0,mover p/ Freight ou Standard
MOEN-T2902EPBN,Moen T2902EPBN Gibson Single-Handle Posi-Temp Shower Only Faucet Trim Kit in Brushed Nickel (Valve Not Included),General,133.2,1.0,280.0,2.01,1.01,2.0,mover p/ Freight ou Standard
MOEN-T2183ORB,Moen T2183ORB Dartmoor Posi-Temp Single-Handle Wall-Mount Faucet Trim Kit in Oil Rubbed Bronze (Valve Sold Separately),General,249.28,1.0,280.0,2.01,1.01,2.0,mover p/ Freight ou Standard
MOEN-UT2181BL,Moen UT2181BL Dartmoor Matte Black M-CORE 2-Series Valve Only,General,254.38,1.0,280.0,2.01,1.01,2.0,mover p/ Freight ou Standard
CTRO-ISEP03,"Centrotherm 3"" x 20"" End Pipe PPs-UV Black",Standard,16.95,0.5,209.0,1.5,1.0,3.0,revisar cotacao
MOEN-3668EPBN,Moen 3668EPBN 1-Spray Eco-Performance Handheld Hand Shower with Slidebar in Brushed Nickel,General,362.55,3.56,634.0,4.56,1.0,1.3,mover p/ Freight ou Standard
MOEN-UTL171EP,Moen UTL171EP Legend M-CORE 3-Series 1-Handle Eco-Performance Shower Trim Kit in Chrome (Valve Sold Separately),General,178.08,1.0,279.0,2.0,1.0,2.0,mover p/ Freight ou Standard
MOEN-T2902EPBL,Moen T2902EPBL Gibson 1-Handle Posi-Temp Shower Only Faucet Trim Kit in Matte Black (Valve Not Included),General,146.56,1.0,276.0,1.99,0.99,2.0,mover p/ Freight ou Standard
MOEN-2551,"Moen 2551 M-Pact Posi-Temp(R) with diverter 1/2"" CC IPS connection includes pressure balancing",General,266.22,0.9,263.0,1.89,0.99,2.1,mover p/ Freight ou Standard
MOEN-S110,Moen S110 Arris 14 in. Shower Arm in Chrome,General,198.52,1.5,346.0,2.49,0.99,1.7,mover p/ Freight ou Standard
SIOU-647WG43,"Sioux Chief 647WG43 1"" x 3/4"" PEX F1960 Female Adapter Brass",General,50.07,0.39,190.0,1.37,0.98,3.5,mover p/ Freight ou Standard
SIOU-827-2J,"Sioux Chief 827-2J 2"" Jacking Bolt Shower Drain Stainless Steel Round Grate",Standard,56.86,2.21,444.0,3.19,0.98,1.4,revisar cotacao
MOEN-T2903EPBL,Moen T2903EPBL Gibson 1-Handle Posi-Temp Tub and Shower Faucet Trim Kit in Matte Black (Valve Not Included),General,202.33,1.0,275.0,1.98,0.98,2.0,mover p/ Freight ou Standard
MOEN-T2192EPBL,Moen T2192EPBL Align Single-Handle Posi-Temp Eco-Performance Shower Faucet Trim Kit in Matte Black (Valve Sold Separately),General,462.18,1.0,275.0,1.98,0.98,2.0,mover p/ Freight ou Standard
MOEN-UTS344301BN,Moen UTS344301BN Colinet M-CORE 3-Series 1-Handle Valve Trim Kit in Brushed Nickel (Valve Sold Separately),General,830.87,1.0,275.0,1.98,0.98,2.0,mover p/ Freight ou Standard
MOEN-T2472EPBL,Moen T2472EPBL Genta LX 1-Handle Posi-Temp Eco-Performance Shower Faucet Trim Kit in Matte Black (Valve Not Included),General,140.13,1.0,274.0,1.97,0.97,2.0,mover p/ Freight ou Standard
MOEN-U362CIS,Moen U362CIS M-CORE 3-Series Mixing Valve with 3 or 6 Function Integrated Transfer Valve with CC/IPS Connections and Stops,General,225.87,0.9,260.0,1.87,0.97,2.1,mover p/ Freight ou Standard
MOEN-UT2132NHBN,Moen UT2132NHBN Eva M-CORE 2-Series 1-Handle Shower Trim Kit in Brushed Nickel (Valve Sold Separately),General,250.09,1.0,274.0,1.97,0.97,2.0,mover p/ Freight ou Standard
ELKA-LK125A,"Elkay LK125A Stainless Steel 1-5/8"" Snap-in Faucet Hole Cover Brushed Finish",Standard,17.77,0.25,170.0,1.22,0.97,4.9,revisar cotacao
DELT-T27967-SS,Delta T27967-SS Ara® Angular Modern Monitor® 17 Series Valve Trim with 6-Setting Integrated Diverter Stainless,General,719.1,1.0,273.0,1.96,0.96,2.0,mover p/ Freight ou Standard
MOEN-S6340EP,"Moen S6340EP 90 Degree 1-Spray 6"" Eco-Performance Rainshower Showerhead Featuring Immersion in Chrome",General,301.45,1.93,401.0,2.89,0.96,1.5,mover p/ Freight ou Standard
SIOU-643WG23,"Sioux Chief 643WG23 1/2"" x 3/4"" PEX F1960 Female Sweat Adapter Brass",General,10.85,0.05,139.0,1.0,0.95,20.0,mover p/ Freight ou Standard
MILW-49-56-9270,"Milwaukee Tools 49-56-9270 5-1/4"" BIG HAWG™ with Carbide Teeth",General,130.62,0.44,194.0,1.39,0.95,3.2,mover p/ Freight ou Standard
DIAB-DHS4500,"Diablo DHS4500 4-1/2"" Bi-Metal Hole Saw",General,40.84,0.49,200.0,1.44,0.95,2.9,mover p/ Freight ou Standard
SIOU-645WG4,"Sioux Chief 645WG4 1"" PEX F1960 Coupling Brass",General,21.0,0.05,139.0,1.0,0.95,20.0,mover p/ Freight ou Standard
SIOU-643WG4,"Sioux Chief 643WG4 1"" PEX F1960 Female Sweat Adapter Brass",General,20.05,0.05,139.0,1.0,0.95,20.0,mover p/ Freight ou Standard
DIAB-DHS4250,"Diablo DHS4250 4-1/4"" Bi-Metal Hole Saw",General,39.05,0.49,200.0,1.44,0.95,2.9,mover p/ Freight ou Standard
MOEN-U232CIS,Moen U232CIS M-CORE 3-Series Mixing Valve with 2 or 3 Function Integrated Transfer Valve with CC/IPS Connections and Stops,General,225.87,0.9,255.0,1.84,0.94,2.0,mover p/ Freight ou Standard
MOEN-T3290,Moen T3290 Align 2-Handle Moentrol Transfer Valve Trim Kit in Chrome (Valve Not Included),General,237.38,1.0,270.0,1.94,0.94,1.9,mover p/ Freight ou Standard
MOEN-TS1322BG,Moen TS1322BG Mosaic Round Body Spray in Brushed Gold,General,335.67,1.0,269.0,1.94,0.94,1.9,mover p/ Freight ou Standard
MOEN-6345,"Moen 6345 1-Spray 8"" Fixed Shower Head with Eco-Performance and Rainshower in Chrome",Standard,93.44,2.03,411.0,2.96,0.93,1.5,revisar cotacao
SIOU-832-36PNR,"Sioux Chief 832-36PNR Finish Line Drain 3"" PVC with 6"" Nickel Bronze Round Ring and Strainer",Standard,90.6,4.03,689.0,4.96,0.93,1.2,revisar cotacao
DIAB-DHS4125,"Diablo DHS4125 4-1/8"" Bi-Metal Hole Saw",General,36.3,0.49,196.0,1.41,0.92,2.9,mover p/ Freight ou Standard
TOTO-YT980-SS,"TOTO® Dual Flush Push Button Plate for Select DuoFit In-Wall Tank Unit, Stainless Steel - YT980#SS",General,550.23,0.63,215.0,1.55,0.92,2.5,mover p/ Freight ou Standard
VEGA-28635,"Viega 28635 3""x3"" - (P-P) - 45 Deg Elbow, MegaPress®G",General,398.58,0.95,260.0,1.87,0.92,2.0,mover p/ Freight ou Standard
TOTO-YT970-SS,"TOTO® Dual Flush Round Push Button Plate for Select DuoFit In-Wall Tank Unit, Stainless Steel - YT970#SS",General,550.23,0.63,215.0,1.55,0.92,2.5,mover p/ Freight ou Standard
CTRO-ISELL0387,"Centrotherm 3"" - 87 Degree Elbow Long Radius PolyPro SW",Standard,29.45,0.35,177.0,1.27,0.92,3.6,revisar cotacao
MOEN-3887EP,Moen 3887EP Eco 1-Spray Handshower with Slide Bar in Chrome,General,372.67,3.7,641.0,4.61,0.91,1.2,mover p/ Freight ou Standard
RECT-83909,"RectorSeal Aspen Pumps 83909 Aspen Mini Orange Univ Pump , HVAC, 100-250V",General,334.14,2.0,400.0,2.88,0.88,1.4,mover p/ Freight ou Standard
DELT-T17459-CZ,Delta T17459-CZ Trinsic® Monitor® 17 Series H2OKinetic® Tub & Shower Trim Champagne Bronze,General,439.02,1.0,262.0,1.88,0.88,1.9,mover p/ Freight ou Standard
MOEN-T3003EP,Moen T3003EP Gibson 1-Handle Posi-Temp Rain Shower Tub and Shower Faucet Trim Kit in Chrome (Valve Not Included),General,143.7,4.2,705.0,5.07,0.87,1.2,mover p/ Freight ou Standard
DIAB-DHS3625CT,"Diablo DHS3625CT 3-5/8"" Carbide Teeth Hole Saw for Wood and Metal",General,53.04,0.24,153.0,1.1,0.86,4.6,mover p/ Freight ou Standard
IPSC-86975,"IPS 86975 20″ ID x 22″ OD Pan, Plastic Water Heater Pan, 1″ x 1-1/2″ PVC Drain Connection",Standard,8.58,1.3,300.0,2.16,0.86,1.7,revisar cotacao
HGRO-88624000,hansgrohe 88624000 Pull-Out Hose for Kitchen Faucets,General,198.0,0.66,210.0,1.51,0.85,2.3,mover p/ Freight ou Standard
HGRO-28324820,hansgrohe 28324820 Handshower Holder Classic in Brushed Nickel,Standard,81.9,0.33,164.0,1.18,0.85,3.6,revisar cotacao
MILW-49-56-5645,"Milwaukee Tools 49-56-5645 2"" DIAMOND MAX™ Hole Saw",General,49.78,0.32,162.0,1.17,0.85,3.7,mover p/ Freight ou Standard
MOEN-105895SRS,Moen 105895SRS Air Gaps in Spot Resist Stainless,General,38.84,0.5,188.0,1.35,0.85,2.7,mover p/ Freight ou Standard
DIAB-DSP2980-S16,Diablo DSP2980-S16 16 pc Spade Bit Set For Wood (16-Piece),General,58.76,0.11,131.0,0.95,0.84,8.6,mover p/ Freight ou Standard
MISS-MR02-64-ARC-WD,"Mission Rubber MR02-64-ARC-WD 6"" Clay to 4"" Cast Iron/Plastic Shielded Adjustable Rubber Repair Coupling 1406218",General,172.75,2.15,415.0,2.99,0.84,1.4,mover p/ Freight ou Standard
DIAB-DHS3625CTR,"Diablo DHS3625CTR 3-5/8"" Demo Demon® Carbide Teeth Rough-In Hole Saw",General,83.64,0.24,150.0,1.08,0.84,4.5,mover p/ Freight ou Standard
ZOEL-30-0048,"Zoeller Pump 30-0048 2"" QUIET CHECK VALVE",General,71.47,1.75,360.0,2.59,0.84,1.5,mover p/ Freight ou Standard
IPSC-86980,"IPS 86980 22″ ID x 24″ OD Pan, Plastic Water Heater Pan, 1″ x 1-1/2″ PVC Drain Connection",Standard,9.62,1.35,300.0,2.16,0.81,1.6,revisar cotacao
CTRO-ISHDT03,"Centrotherm 3"" Horizontal Drain Tee",General,111.68,0.35,161.0,1.16,0.81,3.3,mover p/ Freight ou Standard
GROH-23.956EN3,Grohe 23956EN3 Single Hole Single-Handle M-Size Bathroom Faucet 1.2 GPM in GROHE BRUSHED NICKEL,General,530.81,5.0,808.0,5.81,0.81,1.2,mover p/ Freight ou Standard
HGRO-27129001,"hansgrohe 27129001 Raindance Select S Showerpipe 240 2-Jet, 2.5 GPM in Chrome",General,2015.1,18.92,2743.0,19.73,0.81,1.0,mover p/ Freight ou Standard
HGRO-28116820,"AXOR 28116820 ShowerSolutions Metal Handshower Hose, 63"" in Brushed Nickel",General,222.75,1.32,297.0,2.13,0.81,1.6,mover p/ Freight ou Standard
MILW-49-56-9275,"Milwaukee Tools 49-56-9275 6-1/4"" BIG HAWG™ with Carbide Teeth",General,157.45,0.59,194.0,1.39,0.8,2.4,mover p/ Freight ou Standard
VEGA-28880,"Viega 28880 3"" x 3"", MegaPressG x Flanged, 200 PSI, Zinc Nickel Coated, Carbon Steel, HNBR Sealing Element, Straight, Flange",General,469.46,0.95,243.0,1.75,0.8,1.8,mover p/ Freight ou Standard
ROHL-0180SDSTN,Rohl 0180SDSTN Soap Dispenser in Satin Nickel,General,273.98,1.0,250.0,1.8,0.8,1.8,mover p/ Freight ou Standard
HOLD-HFPE6,HoldRite HFPE6 HydroFlame Pro Sleeve Extension for #6 Outer,Standard,13.59,1.93,379.0,2.73,0.8,1.4,revisar cotacao
VEGA-28605,"Viega 28605 3""x3"" - (P-P) - 90 Deg Elbow, MegaPress®G",General,398.58,0.95,244.0,1.75,0.8,1.8,mover p/ Freight ou Standard
MOEN-191956NL,Moen 191956NL Voss Polished nickel nondiverter spouts,General,165.34,0.6,194.0,1.39,0.79,2.3,mover p/ Freight ou Standard
MILW-49-24-0146,Milwaukee Tools 49-24-0146 M12™ Work Light (Tool Only),General,94.64,0.74,211.0,1.52,0.78,2.1,mover p/ Freight ou Standard
HGRO-28116000,"AXOR 28116000 ShowerSolutions Metal Handshower Hose, 63"" in Chrome",General,169.12,1.32,291.0,2.09,0.77,1.6,mover p/ Freight ou Standard
MISS-MR56-66,"Mission Rubber MR56-66 6"" Cast Iron/Plastic to 6"" Cast Iron/Plastic Unshielded Rubber Coupling 1406024",Standard,30.57,1.35,294,2.12,0.77,1.6,revisar cotacao
MOEN-105895BL,Moen 105895BL Air Gaps in Matte Black,General,45.13,0.63,195.0,1.4,0.77,2.2,mover p/ Freight ou Standard
WATC-915-PP-ABS-CP,"Watco 915-PP-ABS-CP 1-1/2"" ABS Push Pull Bath Waste and Overflow Test Half Kit with Hub Adapter Chrome",General,51.39,0.5,177.0,1.27,0.77,2.5,mover p/ Freight ou Standard
OATE-43613,"Oatey® 43613 3 in. or 4 in. Easy Tap Closet Flange, PVC with Stainless Steel Ring",Standard,8.54,0.3,147.0,1.06,0.76,3.5,revisar cotacao
BEMI-1655CT-000,"Bemis - STA-TITE® 14-1/4"" x 18-7/16"", White, Plastic, Non-Self-Sustaining Check/Self-Sustaining Check Hinge, Open Front, Elongated, Extra Heavy Duty",Standard,73.7,5.33,847.0,6.09,0.76,1.1,revisar cotacao
MOEN-105895ORB,Moen 105895ORB Air Gaps in Oil Rubbed Bronze,General,47.55,0.65,195.0,1.4,0.75,2.2,mover p/ Freight ou Standard
DIAB-DHS4125CT,"Diablo DHS4125CT 4-1/8"" Carbide Teeth Hole Saw for Wood and Metal",General,77.18,0.73,205.0,1.48,0.75,2.0,mover p/ Freight ou Standard
BEMI-2155CT-000,"Bemis - 14-1/2"" x 18-9/16"", Non-Self-Sustaining Check Plastic Hinge, White, Plastic, Open Front, Elongated, Heavy Duty, Commercial Toilet Seat",Standard,57.06,4.0,660.0,4.75,0.75,1.2,revisar cotacao
MOEN-T470,Moen T470 Chateau Standard Valve Trim in Chrome,General,39.86,0.83,218.0,1.57,0.74,1.9,mover p/ Freight ou Standard
VEGA-28650,"Viega 28650 3""x3"" - (P-FTG(IPS)) - 45 Deg Elbow (Street), MegaPress®G",General,398.58,0.95,235.0,1.69,0.74,1.8,mover p/ Freight ou Standard
CTRO-ISIA0304,"Centrotherm 3"" to 4"" Increaser",Standard,42.91,0.3,144.0,1.03,0.73,3.4,revisar cotacao
MOEN-3669EP,Moen 3669EP 4-Spray 4 in. Eco-Performance Handheld Handshower with Slidebar in Chrome,General,299.22,3.84,634.0,4.56,0.72,1.2,mover p/ Freight ou Standard
AMST-0497.300.020,American Standard 0497300.020 Ovalyn Large Under Counter Sink With Glazed Underside White,General,135.65,23.0,3297.0,23.72,0.72,1.0,mover p/ Freight ou Standard
